Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
189-2013-14-Male-Suspended 11+-External,189,2013-14,Male,Suspended 11+,0,1,External,145
189-2013-14-Male-Suspended 1+-External,189,2013-14,Male,Suspended 1+,31,27,External,145
189-2013-14-Special Education-Suspended 1+-External,189,2013-14,Special Education,Suspended 1+,37,31,External,38
189-2013-14-Special Education-Suspended 11+-External,189,2013-14,Special Education,Suspended 11+,0,1,External,38
190-2013-14-All Students-Suspended 11+-External,190,2013-14,All Students,Suspended 11+,0,0,External,215
190-2013-14-All Students-Suspended 1+-External,190,2013-14,All Students,Suspended 1+,3,6,External,215
190-2013-14-All Students-Expulsion Rate-External,190,2013-14,All Students,Expulsion Rate,0,0.03,External,215
190-2013-14-All Students-Expulsions-External,190,2013-14,All Students,Expulsions,0,4,External,215
190-2013-14-Black non-Hispanic-Suspended 1+-External,190,2013-14,Black non-Hispanic,Suspended 1+,3,8,External,205
190-2013-14-Black non-Hispanic-Suspended 11+-External,190,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,205
190-2013-14-Female-Suspended 1+-External,190,2013-14,Female,Suspended 1+,1,3,External,115
190-2013-14-Female-Suspended 11+-External,190,2013-14,Female,Suspended 11+,0,0,External,115
190-2013-14-Free or Reduced Lunch-Suspended 11+-External,190,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,153
190-2013-14-Free or Reduced Lunch-Suspended 1+-External,190,2013-14,Free or Reduced Lunch,Suspended 1+,3,7,External,153
190-2013-14-Male-Suspended 1+-External,190,2013-14,Male,Suspended 1+,6,9,External,100
190-2013-14-Male-Suspended 11+-External,190,2013-14,Male,Suspended 11+,0,0,External,100
190-2013-14-Special Education-Suspended 11+-External,190,2013-14,Special Education,Suspended 11+,0,0,External,17
190-2013-14-Special Education-Suspended 1+-External,190,2013-14,Special Education,Suspended 1+,0,10,External,17
191-2013-14-All Students-Expulsions-External,191,2013-14,All Students,Expulsions,3,82,External,399
191-2013-14-All Students-Suspended 11+-External,191,2013-14,All Students,Suspended 11+,0,1,External,399
191-2013-14-All Students-Suspended 1+-External,191,2013-14,All Students,Suspended 1+,16,19,External,399
191-2013-14-All Students-Expulsion Rate-External,191,2013-14,All Students,Expulsion Rate,0.75,0.47,External,399
191-2013-14-Black non-Hispanic-Suspended 11+-External,191,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,398
191-2013-14-Black non-Hispanic-Suspended 1+-External,191,2013-14,Black non-Hispanic,Suspended 1+,16,23,External,398
191-2013-14-Female-Suspended 1+-External,191,2013-14,Female,Suspended 1+,15,16,External,246
191-2013-14-Female-Suspended 11+-External,191,2013-14,Female,Suspended 11+,0,1,External,246
191-2013-14-Free or Reduced Lunch-Suspended 1+-External,191,2013-14,Free or Reduced Lunch,Suspended 1+,16,22,External,280
191-2013-14-Free or Reduced Lunch-Suspended 11+-External,191,2013-14,Free or Reduced Lunch,Suspended 11+,0,1,External,280
191-2013-14-Male-Suspended 1+-External,191,2013-14,Male,Suspended 1+,17,23,External,153
191-2013-14-Male-Suspended 11+-External,191,2013-14,Male,Suspended 11+,1,1,External,153
191-2013-14-Special Education-Suspended 1+-External,191,2013-14,Special Education,Suspended 1+,15,32,External,47
191-2013-14-Special Education-Suspended 11+-External,191,2013-14,Special Education,Suspended 11+,2,1,External,47
193-2013-14-All Students-Suspended 1+-External,193,2013-14,All Students,Suspended 1+,0,6,External,320
193-2013-14-All Students-Suspended 11+-External,193,2013-14,All Students,Suspended 11+,0,0,External,320
193-2013-14-All Students-Expulsions-External,193,2013-14,All Students,Expulsions,0,11,External,320
193-2013-14-All Students-Expulsion Rate-External,193,2013-14,All Students,Expulsion Rate,0,0.02,External,320
193-2013-14-Black non-Hispanic-Suspended 11+-External,193,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,69
193-2013-14-Black non-Hispanic-Suspended 1+-External,193,2013-14,Black non-Hispanic,Suspended 1+,0,8,External,69
193-2013-14-Female-Suspended 1+-External,193,2013-14,Female,Suspended 1+,0,3,External,156
193-2013-14-Female-Suspended 11+-External,193,2013-14,Female,Suspended 11+,0,0,External,156
193-2013-14-Free or Reduced Lunch-Suspended 1+-External,193,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,86
193-2013-14-Free or Reduced Lunch-Suspended 11+-External,193,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,86
193-2013-14-Hispanic / Latino-Suspended 1+-External,193,2013-14,Hispanic / Latino,Suspended 1+,0,4,External,159
193-2013-14-Hispanic / Latino-Suspended 11+-External,193,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,159
193-2013-14-Limited English Proficiency-Suspended 11+-External,193,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,112
193-2013-14-Limited English Proficiency-Suspended 1+-External,193,2013-14,Limited English Proficiency,Suspended 1+,0,2,External,112
193-2013-14-Male-Suspended 11+-External,193,2013-14,Male,Suspended 11+,0,0,External,164
193-2013-14-Male-Suspended 1+-External,193,2013-14,Male,Suspended 1+,0,8,External,164
193-2013-14-Multiracial-Suspended 1+-External,193,2013-14,Multiracial,Suspended 1+,0,2,External,14
193-2013-14-Multiracial-Suspended 11+-External,193,2013-14,Multiracial,Suspended 11+,0,0,External,14
193-2013-14-Special Education-Suspended 11+-External,193,2013-14,Special Education,Suspended 11+,0,0,External,32
193-2013-14-Special Education-Suspended 1+-External,193,2013-14,Special Education,Suspended 1+,0,11,External,32
193-2013-14-White non-Hispanic-Suspended 11+-External,193,2013-14,White non-Hispanic,Suspended 11+,0,0,External,76
193-2013-14-White non-Hispanic-Suspended 1+-External,193,2013-14,White non-Hispanic,Suspended 1+,0,1,External,76
195-2013-14-All Students-Expulsion Rate-External,195,2013-14,All Students,Expulsion Rate,0,0.02,External,747
195-2013-14-All Students-Suspended 1+-External,195,2013-14,All Students,Suspended 1+,1,4,External,747
195-2013-14-All Students-Suspended 11+-External,195,2013-14,All Students,Suspended 11+,0,0,External,747
195-2013-14-All Students-Expulsions-External,195,2013-14,All Students,Expulsions,0,7,External,747
195-2013-14-Black non-Hispanic-Suspended 11+-External,195,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,731
195-2013-14-Black non-Hispanic-Suspended 1+-External,195,2013-14,Black non-Hispanic,Suspended 1+,1,6,External,731
195-2013-14-Female-Suspended 1+-External,195,2013-14,Female,Suspended 1+,0,2,External,343
195-2013-14-Female-Suspended 11+-External,195,2013-14,Female,Suspended 11+,0,0,External,343
195-2013-14-Free or Reduced Lunch-Suspended 1+-External,195,2013-14,Free or Reduced Lunch,Suspended 1+,1,5,External,603
195-2013-14-Free or Reduced Lunch-Suspended 11+-External,195,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,603
195-2013-14-Male-Suspended 11+-External,195,2013-14,Male,Suspended 11+,0,0,External,404
195-2013-14-Male-Suspended 1+-External,195,2013-14,Male,Suspended 1+,2,6,External,404
195-2013-14-Special Education-Suspended 1+-External,195,2013-14,Special Education,Suspended 1+,2,7,External,85
195-2013-14-Special Education-Suspended 11+-External,195,2013-14,Special Education,Suspended 11+,0,0,External,85
196-2013-14-All Students-Suspended 1+-External,196,2013-14,All Students,Suspended 1+,38,20,External,288
196-2013-14-All Students-Expulsion Rate-External,196,2013-14,All Students,Expulsion Rate,0.69,0.2,External,288
196-2013-14-All Students-Suspended 11+-External,196,2013-14,All Students,Suspended 11+,0,1,External,288
196-2013-14-All Students-Expulsions-External,196,2013-14,All Students,Expulsions,2,46,External,288
196-2013-14-Black non-Hispanic-Suspended 1+-External,196,2013-14,Black non-Hispanic,Suspended 1+,39,25,External,263
196-2013-14-Black non-Hispanic-Suspended 11+-External,196,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,263
196-2013-14-Female-Suspended 1+-External,196,2013-14,Female,Suspended 1+,24,16,External,142
196-2013-14-Female-Suspended 11+-External,196,2013-14,Female,Suspended 11+,0,1,External,142
196-2013-14-Free or Reduced Lunch-Suspended 11+-External,196,2013-14,Free or Reduced Lunch,Suspended 11+,0,1,External,224
196-2013-14-Free or Reduced Lunch-Suspended 1+-External,196,2013-14,Free or Reduced Lunch,Suspended 1+,42,23,External,224
196-2013-14-Hispanic / Latino-Suspended 1+-External,196,2013-14,Hispanic / Latino,Suspended 1+,42,21,External,12
196-2013-14-Hispanic / Latino-Suspended 11+-External,196,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,12
196-2013-14-Male-Suspended 11+-External,196,2013-14,Male,Suspended 11+,0,1,External,146
196-2013-14-Male-Suspended 1+-External,196,2013-14,Male,Suspended 1+,52,25,External,146
196-2013-14-Multiracial-Suspended 11+-External,196,2013-14,Multiracial,Suspended 11+,0,0,External,11
196-2013-14-Multiracial-Suspended 1+-External,196,2013-14,Multiracial,Suspended 1+,27,7,External,11
196-2013-14-Special Education-Suspended 1+-External,196,2013-14,Special Education,Suspended 1+,60,29,External,43
196-2013-14-Special Education-Suspended 11+-External,196,2013-14,Special Education,Suspended 11+,0,1,External,43
197-2013-14-All Students-Suspended 11+-External,197,2013-14,All Students,Suspended 11+,0,0,External,73
197-2013-14-All Students-Suspended 1+-External,197,2013-14,All Students,Suspended 1+,5,3,External,73
197-2013-14-All Students-Expulsion Rate-External,197,2013-14,All Students,Expulsion Rate,0,0.01,External,73
197-2013-14-All Students-Expulsions-External,197,2013-14,All Students,Expulsions,0,3,External,73
197-2013-14-Black non-Hispanic-Suspended 11+-External,197,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,44
197-2013-14-Black non-Hispanic-Suspended 1+-External,197,2013-14,Black non-Hispanic,Suspended 1+,7,5,External,44
197-2013-14-Female-Suspended 11+-External,197,2013-14,Female,Suspended 11+,0,0,External,40
197-2013-14-Female-Suspended 1+-External,197,2013-14,Female,Suspended 1+,3,2,External,40
197-2013-14-Male-Suspended 11+-External,197,2013-14,Male,Suspended 11+,0,0,External,33
197-2013-14-Male-Suspended 1+-External,197,2013-14,Male,Suspended 1+,9,5,External,33
197-2013-14-White non-Hispanic-Suspended 1+-External,197,2013-14,White non-Hispanic,Suspended 1+,0,0,External,23
197-2013-14-White non-Hispanic-Suspended 11+-External,197,2013-14,White non-Hispanic,Suspended 11+,0,0,External,23
198-2013-14-All Students-Expulsions-External,198,2013-14,All Students,Expulsions,1,53,External,516
198-2013-14-All Students-Suspended 1+-External,198,2013-14,All Students,Suspended 1+,7,10,External,516
198-2013-14-All Students-Suspended 11+-External,198,2013-14,All Students,Suspended 11+,0,0,External,516
198-2013-14-All Students-Expulsion Rate-External,198,2013-14,All Students,Expulsion Rate,0.19,0.09,External,516
198-2013-14-Black non-Hispanic-Suspended 11+-External,198,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,329
198-2013-14-Black non-Hispanic-Suspended 1+-External,198,2013-14,Black non-Hispanic,Suspended 1+,10,13,External,329
198-2013-14-Female-Suspended 1+-External,198,2013-14,Female,Suspended 1+,5,7,External,255
198-2013-14-Female-Suspended 11+-External,198,2013-14,Female,Suspended 11+,0,0,External,255
198-2013-14-Free or Reduced Lunch-Suspended 11+-External,198,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,252
198-2013-14-Free or Reduced Lunch-Suspended 1+-External,198,2013-14,Free or Reduced Lunch,Suspended 1+,12,12,External,252
198-2013-14-Hispanic / Latino-Suspended 11+-External,198,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,45
198-2013-14-Hispanic / Latino-Suspended 1+-External,198,2013-14,Hispanic / Latino,Suspended 1+,11,10,External,45
198-2013-14-Limited English Proficiency-Suspended 1+-External,198,2013-14,Limited English Proficiency,Suspended 1+,0,4,External,26
198-2013-14-Limited English Proficiency-Suspended 11+-External,198,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,26
198-2013-14-Male-Suspended 11+-External,198,2013-14,Male,Suspended 11+,0,0,External,261
198-2013-14-Male-Suspended 1+-External,198,2013-14,Male,Suspended 1+,10,13,External,261
198-2013-14-Special Education-Suspended 1+-External,198,2013-14,Special Education,Suspended 1+,14,19,External,113
198-2013-14-Special Education-Suspended 11+-External,198,2013-14,Special Education,Suspended 11+,0,0,External,113
198-2013-14-White non-Hispanic-Suspended 1+-External,198,2013-14,White non-Hispanic,Suspended 1+,0,1,External,133
198-2013-14-White non-Hispanic-Suspended 11+-External,198,2013-14,White non-Hispanic,Suspended 11+,0,0,External,133
199-2013-14-All Students-Expulsions-External,199,2013-14,All Students,Expulsions,0,19,External,385
199-2013-14-All Students-Suspended 1+-External,199,2013-14,All Students,Suspended 1+,2,7,External,385
199-2013-14-All Students-Expulsion Rate-External,199,2013-14,All Students,Expulsion Rate,0,0.04,External,385
199-2013-14-All Students-Suspended 11+-External,199,2013-14,All Students,Suspended 11+,0,0,External,385
199-2013-14-Black non-Hispanic-Suspended 1+-External,199,2013-14,Black non-Hispanic,Suspended 1+,5,10,External,41
199-2013-14-Black non-Hispanic-Suspended 11+-External,199,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,41
199-2013-14-Female-Suspended 1+-External,199,2013-14,Female,Suspended 1+,0,5,External,180
199-2013-14-Female-Suspended 11+-External,199,2013-14,Female,Suspended 11+,0,0,External,180
199-2013-14-Free or Reduced Lunch-Suspended 11+-External,199,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,322
199-2013-14-Free or Reduced Lunch-Suspended 1+-External,199,2013-14,Free or Reduced Lunch,Suspended 1+,2,9,External,322
199-2013-14-Hispanic / Latino-Suspended 1+-External,199,2013-14,Hispanic / Latino,Suspended 1+,2,6,External,318
199-2013-14-Hispanic / Latino-Suspended 11+-External,199,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,318
199-2013-14-Limited English Proficiency-Suspended 11+-External,199,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,210
199-2013-14-Limited English Proficiency-Suspended 1+-External,199,2013-14,Limited English Proficiency,Suspended 1+,3,3,External,210
199-2013-14-Male-Suspended 1+-External,199,2013-14,Male,Suspended 1+,4,10,External,205
199-2013-14-Male-Suspended 11+-External,199,2013-14,Male,Suspended 11+,0,0,External,205
199-2013-14-Special Education-Suspended 11+-External,199,2013-14,Special Education,Suspended 11+,0,0,External,61
199-2013-14-Special Education-Suspended 1+-External,199,2013-14,Special Education,Suspended 1+,5,14,External,61
199-2013-14-White non-Hispanic-Suspended 1+-External,199,2013-14,White non-Hispanic,Suspended 1+,0,1,External,20
199-2013-14-White non-Hispanic-Suspended 11+-External,199,2013-14,White non-Hispanic,Suspended 11+,0,0,External,20
200-2013-14-All Students-Suspended 1+-External,200,2013-14,All Students,Suspended 1+,35,2,External,108
200-2013-14-All Students-Expulsion Rate-External,200,2013-14,All Students,Expulsion Rate,0,0,External,108
200-2013-14-All Students-Expulsions-External,200,2013-14,All Students,Expulsions,0,0,External,108
200-2013-14-All Students-Suspended 11+-External,200,2013-14,All Students,Suspended 11+,0,0,External,108
200-2013-14-Black non-Hispanic-Suspended 1+-External,200,2013-14,Black non-Hispanic,Suspended 1+,35,2,External,101
200-2013-14-Black non-Hispanic-Suspended 11+-External,200,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,101
200-2013-14-Female-Suspended 1+-External,200,2013-14,Female,Suspended 1+,28,1,External,53
200-2013-14-Female-Suspended 11+-External,200,2013-14,Female,Suspended 11+,0,0,External,53
200-2013-14-Free or Reduced Lunch-Suspended 1+-External,200,2013-14,Free or Reduced Lunch,Suspended 1+,35,2,External,108
200-2013-14-Free or Reduced Lunch-Suspended 11+-External,200,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,108
200-2013-14-Male-Suspended 1+-External,200,2013-14,Male,Suspended 1+,42,3,External,55
200-2013-14-Male-Suspended 11+-External,200,2013-14,Male,Suspended 11+,0,0,External,55
202-2013-14-All Students-Suspended 1+-External,202,2013-14,All Students,Suspended 1+,18,6,External,247
202-2013-14-All Students-Expulsions-External,202,2013-14,All Students,Expulsions,0,11,External,247
202-2013-14-All Students-Suspended 11+-External,202,2013-14,All Students,Suspended 11+,0,0,External,247
202-2013-14-All Students-Expulsion Rate-External,202,2013-14,All Students,Expulsion Rate,0,0.02,External,247
202-2013-14-Black non-Hispanic-Suspended 11+-External,202,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,246
202-2013-14-Black non-Hispanic-Suspended 1+-External,202,2013-14,Black non-Hispanic,Suspended 1+,18,8,External,246
202-2013-14-Female-Suspended 1+-External,202,2013-14,Female,Suspended 1+,16,3,External,105
202-2013-14-Female-Suspended 11+-External,202,2013-14,Female,Suspended 11+,0,0,External,105
202-2013-14-Free or Reduced Lunch-Suspended 1+-External,202,2013-14,Free or Reduced Lunch,Suspended 1+,18,7,External,247
202-2013-14-Free or Reduced Lunch-Suspended 11+-External,202,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,247
202-2013-14-Male-Suspended 11+-External,202,2013-14,Male,Suspended 11+,0,0,External,142
202-2013-14-Male-Suspended 1+-External,202,2013-14,Male,Suspended 1+,20,8,External,142
202-2013-14-Special Education-Suspended 1+-External,202,2013-14,Special Education,Suspended 1+,25,11,External,24
202-2013-14-Special Education-Suspended 11+-External,202,2013-14,Special Education,Suspended 11+,0,0,External,24
203-2013-14-All Students-Suspended 1+-External,203,2013-14,All Students,Suspended 1+,20,6,External,342
203-2013-14-All Students-Expulsions-External,203,2013-14,All Students,Expulsions,0,11,External,342
203-2013-14-All Students-Suspended 11+-External,203,2013-14,All Students,Suspended 11+,0,0,External,342
203-2013-14-All Students-Expulsion Rate-External,203,2013-14,All Students,Expulsion Rate,0,0.02,External,342
203-2013-14-Black non-Hispanic-Suspended 1+-External,203,2013-14,Black non-Hispanic,Suspended 1+,21,8,External,311
203-2013-14-Black non-Hispanic-Suspended 11+-External,203,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,311
203-2013-14-Female-Suspended 11+-External,203,2013-14,Female,Suspended 11+,0,0,External,167
203-2013-14-Female-Suspended 1+-External,203,2013-14,Female,Suspended 1+,11,3,External,167
203-2013-14-Free or Reduced Lunch-Suspended 11+-External,203,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,342
203-2013-14-Free or Reduced Lunch-Suspended 1+-External,203,2013-14,Free or Reduced Lunch,Suspended 1+,19,7,External,342
203-2013-14-Male-Suspended 1+-External,203,2013-14,Male,Suspended 1+,28,8,External,175
203-2013-14-Male-Suspended 11+-External,203,2013-14,Male,Suspended 11+,0,0,External,175
203-2013-14-Special Education-Suspended 1+-External,203,2013-14,Special Education,Suspended 1+,33,11,External,52
203-2013-14-Special Education-Suspended 11+-External,203,2013-14,Special Education,Suspended 11+,0,0,External,52
204-2013-14-All Students-Suspended 11+-External,204,2013-14,All Students,Suspended 11+,0,0,External,490
204-2013-14-All Students-Suspended 1+-External,204,2013-14,All Students,Suspended 1+,2,6,External,490
204-2013-14-All Students-Expulsion Rate-External,204,2013-14,All Students,Expulsion Rate,0,0.02,External,490
204-2013-14-All Students-Expulsions-External,204,2013-14,All Students,Expulsions,0,11,External,490
204-2013-14-Asian-Suspended 11+-External,204,2013-14,Asian,Suspended 11+,0,0,External,34
204-2013-14-Asian-Suspended 1+-External,204,2013-14,Asian,Suspended 1+,3,2,External,34
204-2013-14-Black non-Hispanic-Suspended 1+-External,204,2013-14,Black non-Hispanic,Suspended 1+,3,8,External,39
204-2013-14-Black non-Hispanic-Suspended 11+-External,204,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,39
204-2013-14-Female-Suspended 1+-External,204,2013-14,Female,Suspended 1+,0,3,External,253
204-2013-14-Female-Suspended 11+-External,204,2013-14,Female,Suspended 11+,0,0,External,253
204-2013-14-Free or Reduced Lunch-Suspended 1+-External,204,2013-14,Free or Reduced Lunch,Suspended 1+,2,7,External,350
204-2013-14-Free or Reduced Lunch-Suspended 11+-External,204,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,350
204-2013-14-Male-Suspended 11+-External,204,2013-14,Male,Suspended 11+,0,0,External,237
204-2013-14-Male-Suspended 1+-External,204,2013-14,Male,Suspended 1+,4,8,External,237
204-2013-14-Special Education-Suspended 11+-External,204,2013-14,Special Education,Suspended 11+,0,0,External,61
204-2013-14-Special Education-Suspended 1+-External,204,2013-14,Special Education,Suspended 1+,5,11,External,61
204-2013-14-White non-Hispanic-Suspended 11+-External,204,2013-14,White non-Hispanic,Suspended 11+,0,0,External,57
204-2013-14-White non-Hispanic-Suspended 1+-External,204,2013-14,White non-Hispanic,Suspended 1+,0,1,External,57
205-2013-14-All Students-Expulsion Rate-External,205,2013-14,All Students,Expulsion Rate,0,0.02,External,583
205-2013-14-All Students-Suspended 1+-External,205,2013-14,All Students,Suspended 1+,1,6,External,583
205-2013-14-All Students-Expulsions-External,205,2013-14,All Students,Expulsions,0,11,External,583
205-2013-14-All Students-Suspended 11+-External,205,2013-14,All Students,Suspended 11+,0,0,External,583
205-2013-14-Black non-Hispanic-Suspended 11+-External,205,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,302
205-2013-14-Black non-Hispanic-Suspended 1+-External,205,2013-14,Black non-Hispanic,Suspended 1+,2,8,External,302
205-2013-14-Female-Suspended 1+-External,205,2013-14,Female,Suspended 1+,0,3,External,290
205-2013-14-Female-Suspended 11+-External,205,2013-14,Female,Suspended 11+,0,0,External,290
205-2013-14-Free or Reduced Lunch-Suspended 1+-External,205,2013-14,Free or Reduced Lunch,Suspended 1+,1,7,External,583
205-2013-14-Free or Reduced Lunch-Suspended 11+-External,205,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,583
205-2013-14-Male-Suspended 11+-External,205,2013-14,Male,Suspended 11+,0,0,External,293
205-2013-14-Male-Suspended 1+-External,205,2013-14,Male,Suspended 1+,2,8,External,293
205-2013-14-Multiracial-Suspended 11+-External,205,2013-14,Multiracial,Suspended 11+,0,0,External,17
205-2013-14-Multiracial-Suspended 1+-External,205,2013-14,Multiracial,Suspended 1+,0,2,External,17
205-2013-14-Special Education-Suspended 11+-External,205,2013-14,Special Education,Suspended 11+,0,0,External,84
205-2013-14-Special Education-Suspended 1+-External,205,2013-14,Special Education,Suspended 1+,4,11,External,84
205-2013-14-White non-Hispanic-Suspended 1+-External,205,2013-14,White non-Hispanic,Suspended 1+,0,1,External,14
205-2013-14-White non-Hispanic-Suspended 11+-External,205,2013-14,White non-Hispanic,Suspended 11+,0,0,External,14
206-2013-14-All Students-Suspended 1+-External,206,2013-14,All Students,Suspended 1+,0,6,External,422
206-2013-14-All Students-Expulsions-External,206,2013-14,All Students,Expulsions,0,11,External,422
206-2013-14-All Students-Suspended 11+-External,206,2013-14,All Students,Suspended 11+,0,0,External,422
206-2013-14-All Students-Expulsion Rate-External,206,2013-14,All Students,Expulsion Rate,0,0.02,External,422
206-2013-14-Black non-Hispanic-Suspended 11+-External,206,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,414
206-2013-14-Black non-Hispanic-Suspended 1+-External,206,2013-14,Black non-Hispanic,Suspended 1+,0,8,External,414
206-2013-14-Female-Suspended 11+-External,206,2013-14,Female,Suspended 11+,0,0,External,193
206-2013-14-Female-Suspended 1+-External,206,2013-14,Female,Suspended 1+,1,3,External,193
206-2013-14-Free or Reduced Lunch-Suspended 11+-External,206,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,422
206-2013-14-Free or Reduced Lunch-Suspended 1+-External,206,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,422
206-2013-14-Male-Suspended 1+-External,206,2013-14,Male,Suspended 1+,0,8,External,228
206-2013-14-Male-Suspended 11+-External,206,2013-14,Male,Suspended 11+,0,0,External,228
206-2013-14-Special Education-Suspended 11+-External,206,2013-14,Special Education,Suspended 11+,0,0,External,100
206-2013-14-Special Education-Suspended 1+-External,206,2013-14,Special Education,Suspended 1+,1,11,External,100
209-2013-14-All Students-Suspended 11+-External,209,2013-14,All Students,Suspended 11+,0,0,External,203
209-2013-14-All Students-Expulsion Rate-External,209,2013-14,All Students,Expulsion Rate,0,0,External,203
209-2013-14-All Students-Expulsions-External,209,2013-14,All Students,Expulsions,0,0,External,203
209-2013-14-All Students-Suspended 1+-External,209,2013-14,All Students,Suspended 1+,1,1,External,203
209-2013-14-Black non-Hispanic-Suspended 1+-External,209,2013-14,Black non-Hispanic,Suspended 1+,1,2,External,198
209-2013-14-Black non-Hispanic-Suspended 11+-External,209,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,198
209-2013-14-Female-Suspended 11+-External,209,2013-14,Female,Suspended 11+,0,0,External,101
209-2013-14-Female-Suspended 1+-External,209,2013-14,Female,Suspended 1+,1,1,External,101
209-2013-14-Free or Reduced Lunch-Suspended 11+-External,209,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,180
209-2013-14-Free or Reduced Lunch-Suspended 1+-External,209,2013-14,Free or Reduced Lunch,Suspended 1+,1,1,External,180
209-2013-14-Male-Suspended 11+-External,209,2013-14,Male,Suspended 11+,0,0,External,102
209-2013-14-Male-Suspended 1+-External,209,2013-14,Male,Suspended 1+,1,2,External,102
209-2013-14-Special Education-Suspended 11+-External,209,2013-14,Special Education,Suspended 11+,0,0,External,10
209-2013-14-Special Education-Suspended 1+-External,209,2013-14,Special Education,Suspended 1+,0,1,External,10
210-2013-14-All Students-Suspended 1+-External,210,2013-14,All Students,Suspended 1+,10,10,External,434
210-2013-14-All Students-Suspended 11+-External,210,2013-14,All Students,Suspended 11+,0,0,External,434
210-2013-14-All Students-Expulsions-External,210,2013-14,All Students,Expulsions,0,53,External,434
210-2013-14-All Students-Expulsion Rate-External,210,2013-14,All Students,Expulsion Rate,0,0.09,External,434
210-2013-14-Black non-Hispanic-Suspended 11+-External,210,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,410
210-2013-14-Black non-Hispanic-Suspended 1+-External,210,2013-14,Black non-Hispanic,Suspended 1+,10,13,External,410
210-2013-14-Female-Suspended 11+-External,210,2013-14,Female,Suspended 11+,0,0,External,254
210-2013-14-Female-Suspended 1+-External,210,2013-14,Female,Suspended 1+,9,7,External,254
210-2013-14-Free or Reduced Lunch-Suspended 11+-External,210,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,434
210-2013-14-Free or Reduced Lunch-Suspended 1+-External,210,2013-14,Free or Reduced Lunch,Suspended 1+,10,12,External,434
210-2013-14-Hispanic / Latino-Suspended 1+-External,210,2013-14,Hispanic / Latino,Suspended 1+,0,10,External,16
210-2013-14-Hispanic / Latino-Suspended 11+-External,210,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,16
210-2013-14-Limited English Proficiency-Suspended 11+-External,210,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,22
210-2013-14-Limited English Proficiency-Suspended 1+-External,210,2013-14,Limited English Proficiency,Suspended 1+,0,4,External,22
210-2013-14-Male-Suspended 11+-External,210,2013-14,Male,Suspended 11+,0,0,External,180
210-2013-14-Male-Suspended 1+-External,210,2013-14,Male,Suspended 1+,10,13,External,180
210-2013-14-Special Education-Suspended 1+-External,210,2013-14,Special Education,Suspended 1+,12,19,External,26
210-2013-14-Special Education-Suspended 11+-External,210,2013-14,Special Education,Suspended 11+,0,0,External,26
212-2013-14-All Students-Suspended 1+-External,212,2013-14,All Students,Suspended 1+,0,6,External,359
212-2013-14-All Students-Suspended 11+-External,212,2013-14,All Students,Suspended 11+,0,0,External,359
212-2013-14-All Students-Expulsion Rate-External,212,2013-14,All Students,Expulsion Rate,0,0.02,External,359
212-2013-14-All Students-Expulsions-External,212,2013-14,All Students,Expulsions,0,11,External,359
212-2013-14-Black non-Hispanic-Suspended 1+-External,212,2013-14,Black non-Hispanic,Suspended 1+,1,8,External,70
212-2013-14-Black non-Hispanic-Suspended 11+-External,212,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,70
