"year","lea_code","lea_name","subgroup","grade","subject","enrollment_status","n_eligible","n_test_takers","proficient_or_advanced","below_basic","basic","proficient","advanced"
2014,129,"KIPP DC PCS","Economy","grade 3","read","full_year",170,170,68,22,80,66,2
2014,129,"KIPP DC PCS","Economy","grade 7","math","full_year",193,193,172,4,17,110,62
2014,129,"KIPP DC PCS","Economy","grade 7","read","full_year",193,193,127,2,64,95,32
2014,129,"KIPP DC PCS","Economy","grade 10","math","full_year",80,80,78,0,2,49,29
2014,129,"KIPP DC PCS","Economy","grade 10","read","full_year",80,79,56,3,20,44,12
2014,129,"KIPP DC PCS","Economy","grade 4","math","full_year",144,144,98,18,28,71,27
2014,129,"KIPP DC PCS","Economy","grade 4","read","full_year",144,144,81,16,47,74,7
2014,129,"KIPP DC PCS","Economy","grade 6","math","full_year",202,202,146,13,43,96,50
2014,129,"KIPP DC PCS","Economy","grade 6","read","full_year",202,202,91,17,94,85,6
2014,129,"KIPP DC PCS","Economy","grade 5","math","full_year",194,193,116,19,58,72,44
2014,129,"KIPP DC PCS","Economy","grade 5","read","full_year",194,193,123,20,50,113,10
2014,129,"KIPP DC PCS","Economy","grade 8","math","full_year",161,160,140,2,18,73,67
2014,129,"KIPP DC PCS","Economy","grade 8","read","full_year",161,160,113,6,41,91,22
2014,129,"KIPP DC PCS","Direct Cert","all","math","full_year",677,675,502,44,129,320,182
2014,129,"KIPP DC PCS","Direct Cert","all","read","full_year",677,674,362,61,251,316,46
2014,129,"KIPP DC PCS","Direct Cert","grade 3","math","full_year",105,105,80,5,20,54,26
2014,129,"KIPP DC PCS","Direct Cert","grade 3","read","full_year",105,105,46,12,47,46,0
2014,129,"KIPP DC PCS","Direct Cert","grade 7","math","full_year",114,114,102,2,10,67,35
2014,129,"KIPP DC PCS","Direct Cert","grade 7","read","full_year",114,114,71,2,41,56,15
2014,129,"KIPP DC PCS","Direct Cert","grade 4","math","full_year",87,87,55,15,17,39,16
2014,129,"KIPP DC PCS","Direct Cert","grade 4","read","full_year",87,87,43,15,29,38,5
2014,129,"KIPP DC PCS","Direct Cert","grade 6","math","full_year",120,120,78,10,32,57,21
2014,129,"KIPP DC PCS","Direct Cert","grade 6","read","full_year",120,120,44,12,64,42,2
2014,129,"KIPP DC PCS","Direct Cert","grade 10","math","full_year",45,45,44,0,1,23,21
2014,129,"KIPP DC PCS","Direct Cert","grade 10","read","full_year",45,44,32,1,11,24,8
2014,129,"KIPP DC PCS","Direct Cert","grade 5","math","full_year",116,115,64,11,40,40,24
2014,129,"KIPP DC PCS","Direct Cert","grade 5","read","full_year",116,115,65,15,35,60,5
2014,129,"KIPP DC PCS","Direct Cert","grade 8","math","full_year",90,89,79,1,9,40,39
2014,129,"KIPP DC PCS","Direct Cert","grade 8","read","full_year",90,89,61,4,24,50,11
2014,109,"Cesar Chavez PCS","All","all","math","full_year",743,743,453,67,223,398,55
2014,109,"Cesar Chavez PCS","All","all","read","full_year",743,741,357,75,309,320,37
2014,109,"Cesar Chavez PCS","All","grade 10","math","full_year",199,199,140,9,50,138,2
2014,109,"Cesar Chavez PCS","All","grade 10","read","full_year",199,199,105,19,75,92,13
2014,109,"Cesar Chavez PCS","All","grade 8","math","full_year",164,164,117,11,36,100,17
2014,109,"Cesar Chavez PCS","All","grade 8","read","full_year",164,164,83,11,70,75,8
2014,109,"Cesar Chavez PCS","All","grade 6","math","full_year",181,181,79,33,69,56,23
2014,109,"Cesar Chavez PCS","All","grade 6","read","full_year",181,180,67,39,74,65,2
2014,109,"Cesar Chavez PCS","All","grade 7","math","full_year",199,199,117,14,68,104,13
2014,109,"Cesar Chavez PCS","All","grade 7","read","full_year",199,198,102,6,90,88,14
2014,109,"Cesar Chavez PCS","MALE","all","math","full_year",353,353,205,39,109,176,29
2014,109,"Cesar Chavez PCS","MALE","all","read","full_year",353,351,145,48,158,126,19
2014,109,"Cesar Chavez PCS","MALE","grade 10","math","full_year",85,85,57,4,24,55,2
2014,109,"Cesar Chavez PCS","MALE","grade 10","read","full_year",85,85,37,11,37,31,6
2014,109,"Cesar Chavez PCS","MALE","grade 8","math","full_year",87,87,56,8,23,47,9
2014,109,"Cesar Chavez PCS","MALE","grade 8","read","full_year",87,87,33,10,44,28,5
2014,109,"Cesar Chavez PCS","MALE","grade 6","math","full_year",78,78,29,19,30,19,10
2014,109,"Cesar Chavez PCS","MALE","grade 6","read","full_year",78,77,23,24,30,22,1
2014,109,"Cesar Chavez PCS","MALE","grade 7","math","full_year",103,103,63,8,32,55,8
2014,109,"Cesar Chavez PCS","MALE","grade 7","read","full_year",103,102,52,3,47,45,7
2014,109,"Cesar Chavez PCS","FEMALE","all","math","full_year",390,390,248,28,114,222,26
2014,109,"Cesar Chavez PCS","FEMALE","all","read","full_year",390,390,212,27,151,194,18
2014,109,"Cesar Chavez PCS","FEMALE","grade 8","math","full_year",77,77,61,3,13,53,8
2014,109,"Cesar Chavez PCS","FEMALE","grade 8","read","full_year",77,77,50,1,26,47,3
2014,109,"Cesar Chavez PCS","FEMALE","grade 10","math","full_year",114,114,83,5,26,83,0
2014,109,"Cesar Chavez PCS","FEMALE","grade 10","read","full_year",114,114,68,8,38,61,7
2014,109,"Cesar Chavez PCS","FEMALE","grade 6","math","full_year",103,103,50,14,39,37,13
2014,109,"Cesar Chavez PCS","FEMALE","grade 6","read","full_year",103,103,44,15,44,43,1
2014,109,"Cesar Chavez PCS","FEMALE","grade 7","math","full_year",96,96,54,6,36,49,5
2014,109,"Cesar Chavez PCS","FEMALE","grade 7","read","full_year",96,96,50,3,43,43,7
2014,109,"Cesar Chavez PCS","BL7","all","math","full_year",500,500,286,47,167,266,20
2014,109,"Cesar Chavez PCS","BL7","all","read","full_year",500,499,228,57,214,205,23
2014,109,"Cesar Chavez PCS","BL7","grade 8","math","full_year",102,102,68,6,28,61,7
2014,109,"Cesar Chavez PCS","BL7","grade 8","read","full_year",102,102,47,9,46,41,6
2014,109,"Cesar Chavez PCS","BL7","grade 6","math","full_year",104,104,35,20,49,27,8
2014,109,"Cesar Chavez PCS","BL7","grade 6","read","full_year",104,104,35,29,40,34,1
2014,109,"Cesar Chavez PCS","BL7","grade 10","math","full_year",163,163,114,8,41,114,0
2014,109,"Cesar Chavez PCS","BL7","grade 10","read","full_year",163,163,84,13,66,74,10
2014,109,"Cesar Chavez PCS","BL7","grade 7","math","full_year",131,131,69,13,49,64,5
2014,109,"Cesar Chavez PCS","BL7","grade 7","read","full_year",131,130,62,6,62,56,6
2014,109,"Cesar Chavez PCS","HI7","all","math","full_year",237,237,164,19,54,130,34
2014,109,"Cesar Chavez PCS","HI7","all","read","full_year",237,236,126,15,95,113,13
2014,109,"Cesar Chavez PCS","HI7","grade 10","math","full_year",34,34,25,1,8,23,2
2014,109,"Cesar Chavez PCS","HI7","grade 10","read","full_year",34,34,20,5,9,18,2
2014,109,"Cesar Chavez PCS","HI7","grade 7","math","full_year",68,68,48,1,19,40,8
2014,109,"Cesar Chavez PCS","HI7","grade 7","read","full_year",68,68,40,0,28,32,8
2014,109,"Cesar Chavez PCS","HI7","grade 6","math","full_year",74,74,43,12,19,29,14
2014,109,"Cesar Chavez PCS","HI7","grade 6","read","full_year",74,73,31,8,34,30,1
2014,109,"Cesar Chavez PCS","HI7","grade 8","math","full_year",61,61,48,5,8,38,10
2014,109,"Cesar Chavez PCS","HI7","grade 8","read","full_year",61,61,35,2,24,33,2
2014,109,"Cesar Chavez PCS","SPED","all","math","full_year",111,111,28,25,58,26,2
2014,109,"Cesar Chavez PCS","SPED","all","read","full_year",111,111,22,32,57,21,1
2014,109,"Cesar Chavez PCS","SPED","grade 6","math","full_year",27,27,4,15,8,3,1
2014,109,"Cesar Chavez PCS","SPED","grade 6","read","full_year",27,27,4,15,8,4,0
2014,109,"Cesar Chavez PCS","SPED","grade 10","math","full_year",28,28,9,2,17,9,0
2014,109,"Cesar Chavez PCS","SPED","grade 10","read","full_year",28,28,8,10,10,8,0
2014,109,"Cesar Chavez PCS","SPED","grade 8","math","full_year",25,25,9,3,13,8,1
2014,109,"Cesar Chavez PCS","SPED","grade 8","read","full_year",25,25,3,4,18,3,0
2014,109,"Cesar Chavez PCS","SPED","grade 7","math","full_year",31,31,6,5,20,6,0
2014,109,"Cesar Chavez PCS","SPED","grade 7","read","full_year",31,31,7,3,21,6,1
2014,109,"Cesar Chavez PCS","LEP","all","math","full_year",134,134,79,15,40,65,14
2014,109,"Cesar Chavez PCS","LEP","all","read","full_year",134,133,53,16,64,50,3
2014,109,"Cesar Chavez PCS","LEP","grade 7","math","full_year",45,45,28,1,16,25,3
2014,109,"Cesar Chavez PCS","LEP","grade 7","read","full_year",45,45,22,0,23,20,2
2014,109,"Cesar Chavez PCS","LEP","grade 6","math","full_year",34,34,15,11,8,10,5
2014,109,"Cesar Chavez PCS","LEP","grade 6","read","full_year",34,33,8,8,17,8,0
2014,109,"Cesar Chavez PCS","LEP","grade 8","math","full_year",38,38,28,2,8,22,6
2014,109,"Cesar Chavez PCS","LEP","grade 8","read","full_year",38,38,18,2,18,17,1
2014,109,"Cesar Chavez PCS","Economy","all","math","full_year",743,743,453,67,223,398,55
2014,109,"Cesar Chavez PCS","Economy","all","read","full_year",743,741,357,75,309,320,37
2014,109,"Cesar Chavez PCS","Economy","grade 10","math","full_year",199,199,140,9,50,138,2
2014,109,"Cesar Chavez PCS","Economy","grade 10","read","full_year",199,199,105,19,75,92,13
2014,109,"Cesar Chavez PCS","Economy","grade 8","math","full_year",164,164,117,11,36,100,17
2014,109,"Cesar Chavez PCS","Economy","grade 8","read","full_year",164,164,83,11,70,75,8
2014,109,"Cesar Chavez PCS","Economy","grade 6","math","full_year",181,181,79,33,69,56,23
2014,109,"Cesar Chavez PCS","Economy","grade 6","read","full_year",181,180,67,39,74,65,2
2014,109,"Cesar Chavez PCS","Economy","grade 7","math","full_year",199,199,117,14,68,104,13
2014,109,"Cesar Chavez PCS","Economy","grade 7","read","full_year",199,198,102,6,90,88,14
2014,109,"Cesar Chavez PCS","Direct Cert","all","math","full_year",404,404,246,37,121,226,20
2014,109,"Cesar Chavez PCS","Direct Cert","all","read","full_year",404,403,189,42,172,168,21
2014,109,"Cesar Chavez PCS","Direct Cert","grade 8","math","full_year",90,90,66,6,18,62,4
2014,109,"Cesar Chavez PCS","Direct Cert","grade 8","read","full_year",90,90,43,5,42,39,4
2014,109,"Cesar Chavez PCS","Direct Cert","grade 6","math","full_year",106,106,48,17,41,39,9
2014,109,"Cesar Chavez PCS","Direct Cert","grade 6","read","full_year",106,106,41,22,43,40,1
2014,109,"Cesar Chavez PCS","Direct Cert","grade 10","math","full_year",89,89,65,5,19,65,0
2014,109,"Cesar Chavez PCS","Direct Cert","grade 10","read","full_year",89,89,48,9,32,39,9
2014,109,"Cesar Chavez PCS","Direct Cert","grade 7","math","full_year",119,119,67,9,43,60,7
2014,109,"Cesar Chavez PCS","Direct Cert","grade 7","read","full_year",119,118,57,6,55,50,7
2014,108,"Capital City PCS","All","all","math","full_year",497,494,254,49,191,204,50
2014,108,"Capital City PCS","All","all","read","full_year",497,495,257,54,184,212,45
2014,108,"Capital City PCS","All","grade 6","math","full_year",81,81,40,12,29,29,11
2014,108,"Capital City PCS","All","grade 6","read","full_year",81,81,35,14,32,33,2
2014,108,"Capital City PCS","All","grade 10","math","full_year",75,72,39,9,24,33,6
2014,108,"Capital City PCS","All","grade 10","read","full_year",75,73,38,7,28,27,11
2014,108,"Capital City PCS","All","grade 5","math","full_year",79,79,35,7,37,23,12
2014,108,"Capital City PCS","All","grade 5","read","full_year",79,79,47,5,27,40,7
2014,108,"Capital City PCS","All","grade 8","math","full_year",85,85,48,4,33,45,3
2014,108,"Capital City PCS","All","grade 8","read","full_year",85,85,40,6,39,37,3
2014,108,"Capital City PCS","All","grade 4","math","full_year",51,51,33,6,12,26,7
2014,108,"Capital City PCS","All","grade 4","read","full_year",51,51,27,5,19,22,5
2014,108,"Capital City PCS","All","grade 7","math","full_year",77,77,38,6,33,33,5
2014,108,"Capital City PCS","All","grade 7","read","full_year",77,77,46,5,26,32,14
2014,108,"Capital City PCS","All","grade 3","math","full_year",49,49,21,5,23,15,6
2014,108,"Capital City PCS","All","grade 3","read","full_year",49,49,24,12,13,21,3
2014,108,"Capital City PCS","MALE","all","math","full_year",253,252,124,23,105,103,21
2014,108,"Capital City PCS","MALE","all","read","full_year",253,253,114,32,107,99,15
2014,108,"Capital City PCS","MALE","grade 5","math","full_year",37,37,10,4,23,9,1
2014,108,"Capital City PCS","MALE","grade 5","read","full_year",37,37,15,4,18,15,0
2014,108,"Capital City PCS","MALE","grade 8","math","full_year",50,50,29,2,19,27,2
2014,108,"Capital City PCS","MALE","grade 8","read","full_year",50,50,23,4,23,22,1
2014,108,"Capital City PCS","MALE","grade 7","math","full_year",34,34,16,2,16,14,2
2014,108,"Capital City PCS","MALE","grade 7","read","full_year",34,34,20,3,11,12,8
2014,108,"Capital City PCS","MALE","grade 6","math","full_year",41,41,21,5,15,15,6
2014,108,"Capital City PCS","MALE","grade 6","read","full_year",41,41,14,9,18,14,0
2014,108,"Capital City PCS","MALE","grade 10","math","full_year",36,35,21,4,10,18,3
2014,108,"Capital City PCS","MALE","grade 10","read","full_year",36,36,16,2,18,12,4
2014,108,"Capital City PCS","MALE","grade 3","math","full_year",32,32,11,4,17,7,4
2014,108,"Capital City PCS","MALE","grade 3","read","full_year",32,32,14,8,10,13,1
2014,108,"Capital City PCS","FEMALE","all","math","full_year",244,242,130,26,86,101,29
2014,108,"Capital City PCS","FEMALE","all","read","full_year",244,242,143,22,77,113,30
2014,108,"Capital City PCS","FEMALE","grade 6","math","full_year",40,40,19,7,14,14,5
2014,108,"Capital City PCS","FEMALE","grade 6","read","full_year",40,40,21,5,14,19,2
2014,108,"Capital City PCS","FEMALE","grade 10","math","full_year",39,37,18,5,14,15,3
2014,108,"Capital City PCS","FEMALE","grade 10","read","full_year",39,37,22,5,10,15,7
2014,108,"Capital City PCS","FEMALE","grade 8","math","full_year",35,35,19,2,14,18,1
2014,108,"Capital City PCS","FEMALE","grade 8","read","full_year",35,35,17,2,16,15,2
2014,108,"Capital City PCS","FEMALE","grade 4","math","full_year",28,28,17,4,7,13,4
2014,108,"Capital City PCS","FEMALE","grade 4","read","full_year",28,28,15,3,10,11,4
2014,108,"Capital City PCS","FEMALE","grade 7","math","full_year",43,43,22,4,17,19,3
2014,108,"Capital City PCS","FEMALE","grade 7","read","full_year",43,43,26,2,15,20,6
2014,108,"Capital City PCS","FEMALE","grade 5","math","full_year",42,42,25,3,14,14,11
2014,108,"Capital City PCS","FEMALE","grade 5","read","full_year",42,42,32,1,9,25,7
2014,108,"Capital City PCS","BL7","all","math","full_year",194,193,99,22,72,81,18
2014,108,"Capital City PCS","BL7","all","read","full_year",194,193,93,20,80,79,14
2014,108,"Capital City PCS","BL7","grade 6","math","full_year",30,30,15,6,9,14,1
2014,108,"Capital City PCS","BL7","grade 6","read","full_year",30,30,12,3,15,12,0
2014,108,"Capital City PCS","BL7","grade 8","math","full_year",29,29,17,1,11,15,2
2014,108,"Capital City PCS","BL7","grade 8","read","full_year",29,29,13,3,13,11,2
2014,108,"Capital City PCS","BL7","grade 5","math","full_year",38,38,19,4,15,13,6
2014,108,"Capital City PCS","BL7","grade 5","read","full_year",38,38,24,2,12,21,3
2014,108,"Capital City PCS","BL7","grade 10","math","full_year",32,31,17,4,10,14,3
2014,108,"Capital City PCS","BL7","grade 10","read","full_year",32,31,13,3,15,8,5
2014,108,"Capital City PCS","BL7","grade 7","math","full_year",28,28,12,1,15,10,2
2014,108,"Capital City PCS","BL7","grade 7","read","full_year",28,28,16,2,10,14,2
2014,108,"Capital City PCS","HI7","all","math","full_year",223,221,93,24,104,88,5
2014,108,"Capital City PCS","HI7","all","read","full_year",223,222,98,32,92,90,8
2014,108,"Capital City PCS","HI7","grade 10","math","full_year",36,34,16,5,13,16,0
2014,108,"Capital City PCS","HI7","grade 10","read","full_year",36,35,20,4,11,18,2
2014,108,"Capital City PCS","HI7","grade 5","math","full_year",28,28,9,2,17,9,0
2014,108,"Capital City PCS","HI7","grade 5","read","full_year",28,28,13,2,13,13,0
2014,108,"Capital City PCS","HI7","grade 8","math","full_year",49,49,26,3,20,26,0
2014,108,"Capital City PCS","HI7","grade 8","read","full_year",49,49,24,3,22,23,1
2014,108,"Capital City PCS","HI7","grade 6","math","full_year",38,38,13,5,20,10,3
2014,108,"Capital City PCS","HI7","grade 6","read","full_year",38,38,11,10,17,11,0
2014,108,"Capital City PCS","HI7","grade 7","math","full_year",34,34,16,4,14,16,0
2014,108,"Capital City PCS","HI7","grade 7","read","full_year",34,34,18,3,13,13,5
2014,108,"Capital City PCS","WH7","all","math","full_year",48,48,38,1,9,20,18
2014,108,"Capital City PCS","WH7","all","read","full_year",48,48,42,1,5,29,13
2014,108,"Capital City PCS","SPED","all","math","full_year",101,100,26,20,54,22,4
2014,108,"Capital City PCS","SPED","all","read","full_year",101,100,24,28,48,23,1
2014,108,"Capital City PCS","LEP","all","math","full_year",164,163,54,24,85,52,2
2014,108,"Capital City PCS","LEP","all","read","full_year",164,163,50,35,78,48,2
2014,108,"Capital City PCS","LEP","grade 8","math","full_year",33,33,14,4,15,14,0
2014,108,"Capital City PCS","LEP","grade 8","read","full_year",33,33,12,5,16,12,0
2014,108,"Capital City PCS","LEP","grade 6","math","full_year",27,27,6,4,17,6,0
2014,108,"Capital City PCS","LEP","grade 6","read","full_year",27,27,4,10,13,4,0
2014,108,"Capital City PCS","LEP","grade 5","math","full_year",25,25,9,3,13,9,0
2014,108,"Capital City PCS","LEP","grade 5","read","full_year",25,25,10,3,12,10,0
2014,108,"Capital City PCS","Economy","all","math","full_year",362,359,162,40,157,139,23
2014,108,"Capital City PCS","Economy","all","read","full_year",362,360,163,46,151,143,20
2014,108,"Capital City PCS","Economy","grade 6","math","full_year",63,63,25,11,27,20,5
2014,108,"Capital City PCS","Economy","grade 6","read","full_year",63,63,23,13,27,23,0
2014,108,"Capital City PCS","Economy","grade 10","math","full_year",60,57,31,7,19,26,5
2014,108,"Capital City PCS","Economy","grade 10","read","full_year",60,58,30,6,22,23,7
2014,108,"Capital City PCS","Economy","grade 5","math","full_year",48,48,20,4,24,16,4
2014,108,"Capital City PCS","Economy","grade 5","read","full_year",48,48,25,2,21,23,2
2014,108,"Capital City PCS","Economy","grade 8","math","full_year",71,71,38,4,29,35,3
2014,108,"Capital City PCS","Economy","grade 8","read","full_year",71,71,33,5,33,32,1
2014,108,"Capital City PCS","Economy","grade 7","math","full_year",61,61,27,6,28,24,3
2014,108,"Capital City PCS","Economy","grade 7","read","full_year",61,61,33,5,23,24,9
2014,108,"Capital City PCS","Economy","grade 3","math","full_year",28,28,4,3,21,3,1
2014,108,"Capital City PCS","Economy","grade 3","read","full_year",28,28,6,10,12,6,0
2014,108,"Capital City PCS","Economy","grade 4","math","full_year",31,31,17,5,9,15,2
2014,108,"Capital City PCS","Economy","grade 4","read","full_year",31,31,13,5,13,12,1
2014,108,"Capital City PCS","Direct Cert","all","math","full_year",152,150,56,20,74,47,9
2014,108,"Capital City PCS","Direct Cert","all","read","full_year",152,150,61,19,70,54,7
2014,108,"Capital City PCS","Direct Cert","grade 6","math","full_year",28,28,7,7,14,5,2
2014,108,"Capital City PCS","Direct Cert","grade 6","read","full_year",28,28,9,8,11,9,0
2014,108,"Capital City PCS","Direct Cert","grade 7","math","full_year",30,30,13,3,14,12,1
2014,108,"Capital City PCS","Direct Cert","grade 7","read","full_year",30,30,17,2,11,13,4
2014,108,"Capital City PCS","Direct Cert","grade 8","math","full_year",26,26,11,2,13,11,0
2014,108,"Capital City PCS","Direct Cert","grade 8","read","full_year",26,26,8,1,17,8,0
2014,120,"Friendship PCS","All","all","math","full_year",1682,1679,911,208,560,719,192
2014,120,"Friendship PCS","All","all","read","full_year",1682,1678,757,193,728,699,58
2014,120,"Friendship PCS","All","grade 4","math","full_year",200,200,136,20,44,91,45
2014,120,"Friendship PCS","All","grade 4","read","full_year",200,200,100,25,75,90,10
2014,120,"Friendship PCS","All","grade 7","math","full_year",277,277,149,35,93,130,19
2014,120,"Friendship PCS","All","grade 7","read","full_year",277,277,130,14,133,111,19
2014,120,"Friendship PCS","All","grade 8","math","full_year",263,263,197,16,50,130,67
2014,120,"Friendship PCS","All","grade 8","read","full_year",263,263,137,22,104,128,9
2014,120,"Friendship PCS","All","grade 6","math","full_year",253,253,108,45,100,92,16
2014,120,"Friendship PCS","All","grade 6","read","full_year",253,253,100,45,108,98,2
2014,120,"Friendship PCS","All","grade 5","math","full_year",208,208,105,21,82,88,17
2014,120,"Friendship PCS","All","grade 5","read","full_year",208,208,81,24,103,78,3
2014,120,"Friendship PCS","All","grade 3","math","full_year",227,226,95,35,96,74,21
2014,120,"Friendship PCS","All","grade 3","read","full_year",227,225,94,42,89,91,3
2014,120,"Friendship PCS","All","grade 10","math","full_year",254,252,121,36,95,114,7
2014,120,"Friendship PCS","All","grade 10","read","full_year",254,252,115,21,116,103,12
2014,120,"Friendship PCS","MALE","all","math","full_year",841,840,434,124,282,357,77
2014,120,"Friendship PCS","MALE","all","read","full_year",841,840,316,129,395,299,17
2014,120,"Friendship PCS","MALE","grade 4","math","full_year",104,104,68,13,23,51,17
2014,120,"Friendship PCS","MALE","grade 4","read","full_year",104,104,44,17,43,42,2
2014,120,"Friendship PCS","MALE","grade 8","math","full_year",139,139,104,10,25,74,30
2014,120,"Friendship PCS","MALE","grade 8","read","full_year",139,139,65,17,57,63,2
2014,120,"Friendship PCS","MALE","grade 6","math","full_year",114,114,43,27,44,34,9
2014,120,"Friendship PCS","MALE","grade 6","read","full_year",114,114,42,29,43,41,1
2014,120,"Friendship PCS","MALE","grade 3","math","full_year",116,115,43,22,50,38,5
2014,120,"Friendship PCS","MALE","grade 3","read","full_year",116,115,36,27,52,35,1
2014,120,"Friendship PCS","MALE","grade 10","math","full_year",135,135,59,21,55,56,3
2014,120,"Friendship PCS","MALE","grade 10","read","full_year",135,135,52,14,69,48,4
2014,120,"Friendship PCS","MALE","grade 5","math","full_year",100,100,49,10,41,43,6
2014,120,"Friendship PCS","MALE","grade 5","read","full_year",100,100,29,14,57,27,2
2014,120,"Friendship PCS","MALE","grade 7","math","full_year",133,133,68,21,44,61,7
2014,120,"Friendship PCS","MALE","grade 7","read","full_year",133,133,48,11,74,43,5
2014,120,"Friendship PCS","FEMALE","all","math","full_year",841,839,477,84,278,362,115
2014,120,"Friendship PCS","FEMALE","all","read","full_year",841,838,441,64,333,400,41
2014,120,"Friendship PCS","FEMALE","grade 7","math","full_year",144,144,81,14,49,69,12
2014,120,"Friendship PCS","FEMALE","grade 7","read","full_year",144,144,82,3,59,68,14
2014,120,"Friendship PCS","FEMALE","grade 8","math","full_year",124,124,93,6,25,56,37
2014,120,"Friendship PCS","FEMALE","grade 8","read","full_year",124,124,72,5,47,65,7
2014,120,"Friendship PCS","FEMALE","grade 6","math","full_year",139,139,65,18,56,58,7
2014,120,"Friendship PCS","FEMALE","grade 6","read","full_year",139,139,58,16,65,57,1
2014,120,"Friendship PCS","FEMALE","grade 5","math","full_year",108,108,56,11,41,45,11
2014,120,"Friendship PCS","FEMALE","grade 5","read","full_year",108,108,52,10,46,51,1
2014,120,"Friendship PCS","FEMALE","grade 10","math","full_year",119,117,62,15,40,58,4
2014,120,"Friendship PCS","FEMALE","grade 10","read","full_year",119,117,63,7,47,55,8
2014,120,"Friendship PCS","FEMALE","grade 3","math","full_year",111,111,52,13,46,36,16
2014,120,"Friendship PCS","FEMALE","grade 3","read","full_year",111,110,58,15,37,56,2
2014,120,"Friendship PCS","FEMALE","grade 4","math","full_year",96,96,68,7,21,40,28
2014,120,"Friendship PCS","FEMALE","grade 4","read","full_year",96,96,56,8,32,48,8
2014,120,"Friendship PCS","BL7","all","math","full_year",1661,1658,894,208,556,705,189
2014,120,"Friendship PCS","BL7","all","read","full_year",1661,1657,745,193,719,688,57
2014,120,"Friendship PCS","BL7","grade 4","math","full_year",198,198,134,20,44,90,44
2014,120,"Friendship PCS","BL7","grade 4","read","full_year",198,198,98,25,75,88,10
2014,120,"Friendship PCS","BL7","grade 7","math","full_year",275,275,147,35,93,128,19
2014,120,"Friendship PCS","BL7","grade 7","read","full_year",275,275,130,14,131,111,19
2014,120,"Friendship PCS","BL7","grade 8","math","full_year",261,261,195,16,50,129,66
2014,120,"Friendship PCS","BL7","grade 8","read","full_year",261,261,136,22,103,128,8
2014,120,"Friendship PCS","BL7","grade 6","math","full_year",247,247,103,45,99,87,16
2014,120,"Friendship PCS","BL7","grade 6","read","full_year",247,247,96,45,106,94,2
2014,120,"Friendship PCS","BL7","grade 5","math","full_year",205,205,103,21,81,86,17
2014,120,"Friendship PCS","BL7","grade 5","read","full_year",205,205,78,24,103,75,3
2014,120,"Friendship PCS","BL7","grade 10","math","full_year",253,251,120,36,95,113,7
2014,120,"Friendship PCS","BL7","grade 10","read","full_year",253,251,115,21,115,103,12
2014,120,"Friendship PCS","BL7","grade 3","math","full_year",222,221,92,35,94,72,20
2014,120,"Friendship PCS","BL7","grade 3","read","full_year",222,220,92,42,86,89,3
2014,120,"Friendship PCS","SPED","all","math","full_year",317,315,66,109,140,58,8
2014,120,"Friendship PCS","SPED","all","read","full_year",317,314,36,119,159,31,5
2014,120,"Friendship PCS","SPED","grade 6","math","full_year",36,36,2,23,11,2,0
2014,120,"Friendship PCS","SPED","grade 6","read","full_year",36,36,2,19,15,2,0
2014,120,"Friendship PCS","SPED","grade 5","math","full_year",39,39,7,12,20,6,1
2014,120,"Friendship PCS","SPED","grade 5","read","full_year",39,39,1,15,23,0,1
2014,120,"Friendship PCS","SPED","grade 7","math","full_year",62,62,11,21,30,7,4
2014,120,"Friendship PCS","SPED","grade 7","read","full_year",62,62,10,9,43,7,3
2014,120,"Friendship PCS","SPED","grade 10","math","full_year",48,47,11,11,25,11,0
2014,120,"Friendship PCS","SPED","grade 10","read","full_year",48,47,6,17,24,6,0
2014,120,"Friendship PCS","SPED","grade 3","math","full_year",31,30,6,15,9,5,1
2014,120,"Friendship PCS","SPED","grade 3","read","full_year",31,29,3,20,6,3,0
2014,120,"Friendship PCS","SPED","grade 4","math","full_year",40,40,9,16,15,7,2
2014,120,"Friendship PCS","SPED","grade 4","read","full_year",40,40,5,20,15,4,1
2014,120,"Friendship PCS","SPED","grade 8","math","full_year",61,61,20,11,30,20,0
2014,120,"Friendship PCS","SPED","grade 8","read","full_year",61,61,9,19,33,9,0
2014,120,"Friendship PCS","Economy","all","math","full_year",1682,1679,911,208,560,719,192
2014,120,"Friendship PCS","Economy","all","read","full_year",1682,1678,757,193,728,699,58
2014,120,"Friendship PCS","Economy","grade 4","math","full_year",200,200,136,20,44,91,45
2014,120,"Friendship PCS","Economy","grade 4","read","full_year",200,200,100,25,75,90,10
2014,120,"Friendship PCS","Economy","grade 7","math","full_year",277,277,149,35,93,130,19
2014,120,"Friendship PCS","Economy","grade 7","read","full_year",277,277,130,14,133,111,19
2014,120,"Friendship PCS","Economy","grade 8","math","full_year",263,263,197,16,50,130,67
2014,120,"Friendship PCS","Economy","grade 8","read","full_year",263,263,137,22,104,128,9
2014,120,"Friendship PCS","Economy","grade 6","math","full_year",253,253,108,45,100,92,16
2014,120,"Friendship PCS","Economy","grade 6","read","full_year",253,253,100,45,108,98,2
2014,120,"Friendship PCS","Economy","grade 5","math","full_year",208,208,105,21,82,88,17
2014,120,"Friendship PCS","Economy","grade 5","read","full_year",208,208,81,24,103,78,3
2014,120,"Friendship PCS","Economy","grade 3","math","full_year",227,226,95,35,96,74,21
2014,120,"Friendship PCS","Economy","grade 3","read","full_year",227,225,94,42,89,91,3
