Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
217-2013-14-Female-Suspended 1+-External,217,2013-14,Female,Suspended 1+,2.130000114,3.119999886,External,94
217-2013-14-Female-Suspended 11+-External,217,2013-14,Female,Suspended 11+,0,0,External,94
217-2013-14-Free or Reduced Lunch-Suspended 1+-External,217,2013-14,Free or Reduced Lunch,Suspended 1+,15,6.510000229,External,60
217-2013-14-Free or Reduced Lunch-Suspended 11+-External,217,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,60
217-2013-14-Male-Suspended 1+-External,217,2013-14,Male,Suspended 1+,14.93000031,7.510000229,External,134
217-2013-14-Male-Suspended 11+-External,217,2013-14,Male,Suspended 11+,0,0.01,External,134
217-2013-14-Special Education-Suspended 1+-External,217,2013-14,Special Education,Suspended 1+,10,9.149999619,External,20
217-2013-14-Special Education-Suspended 11+-External,217,2013-14,Special Education,Suspended 11+,0,0,External,20
218-2013-14-All Students-Expulsions-External,218,2013-14,All Students,Expulsions,0,3,External,77
218-2013-14-All Students-Suspended 11+-External,218,2013-14,All Students,Suspended 11+,0,0.039999999,External,77
218-2013-14-All Students-Suspended 1+-External,218,2013-14,All Students,Suspended 1+,37.65999985,11.30000019,External,77
218-2013-14-All Students-Total Suspensions-External,218,2013-14,All Students,Total Suspensions,30,546,External,77
218-2013-14-All Students-Expulsion Rate-External,218,2013-14,All Students,Expulsion Rate,0,0.06,External,77
218-2013-14-Black non-Hispanic-Suspended 11+-External,218,2013-14,Black non-Hispanic,Suspended 11+,0,0.059999999,External,74
218-2013-14-Black non-Hispanic-Suspended 1+-External,218,2013-14,Black non-Hispanic,Suspended 1+,39.18999863,14.94999981,External,74
218-2013-14-Female-Suspended 1+-External,218,2013-14,Female,Suspended 1+,30.77000046,6.650000095,External,39
218-2013-14-Female-Suspended 11+-External,218,2013-14,Female,Suspended 11+,0,0.039999999,External,39
218-2013-14-Free or Reduced Lunch-Suspended 11+-External,218,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.050000001,External,69
218-2013-14-Free or Reduced Lunch-Suspended 1+-External,218,2013-14,Free or Reduced Lunch,Suspended 1+,37.68000031,13.94999981,External,69
218-2013-14-Male-Suspended 11+-External,218,2013-14,Male,Suspended 11+,0,0.039999999,External,38
218-2013-14-Male-Suspended 1+-External,218,2013-14,Male,Suspended 1+,44.74000168,15.93999958,External,38
218-2013-14-Special Education-Suspended 1+-External,218,2013-14,Special Education,Suspended 1+,50,20.63999939,External,10
218-2013-14-Special Education-Suspended 11+-External,218,2013-14,Special Education,Suspended 11+,0,0,External,10
220-2013-14-All Students-Total Suspensions-External,220,2013-14,All Students,Total Suspensions,50,5964,External,278
220-2013-14-All Students-Expulsion Rate-External,220,2013-14,All Students,Expulsion Rate,0,0.09,External,278
220-2013-14-All Students-Suspended 1+-External,220,2013-14,All Students,Suspended 1+,8.270000458,9.890000343,External,278
220-2013-14-All Students-Suspended 11+-External,220,2013-14,All Students,Suspended 11+,1.440000057,0.239999995,External,278
220-2013-14-All Students-Expulsions-External,220,2013-14,All Students,Expulsions,0,52,External,278
220-2013-14-Black non-Hispanic-Suspended 1+-External,220,2013-14,Black non-Hispanic,Suspended 1+,9.130000114,12.90999985,External,241
220-2013-14-Black non-Hispanic-Suspended 11+-External,220,2013-14,Black non-Hispanic,Suspended 11+,1.659999967,0.319999993,External,241
220-2013-14-Female-Suspended 11+-External,220,2013-14,Female,Suspended 11+,0.810000002,0.170000002,External,123
220-2013-14-Female-Suspended 1+-External,220,2013-14,Female,Suspended 1+,2.440000057,7.170000076,External,123
220-2013-14-Free or Reduced Lunch-Suspended 11+-External,220,2013-14,Free or Reduced Lunch,Suspended 11+,1.440000057,0.289999992,External,278
220-2013-14-Free or Reduced Lunch-Suspended 1+-External,220,2013-14,Free or Reduced Lunch,Suspended 1+,8.270000458,11.68000031,External,278
220-2013-14-Male-Suspended 1+-External,220,2013-14,Male,Suspended 1+,12.89999962,12.60000038,External,155
220-2013-14-Male-Suspended 11+-External,220,2013-14,Male,Suspended 11+,1.940000057,0.300000012,External,155
220-2013-14-Special Education-Suspended 1+-External,220,2013-14,Special Education,Suspended 1+,8.819999695,18.20999908,External,68
220-2013-14-Special Education-Suspended 11+-External,220,2013-14,Special Education,Suspended 11+,2.940000057,0.439999998,External,68
221-2013-14-All Students-Expulsions-External,221,2013-14,All Students,Expulsions,0,10,External,354
221-2013-14-All Students-Suspended 11+-External,221,2013-14,All Students,Suspended 11+,0,0.01,External,354
221-2013-14-All Students-Expulsion Rate-External,221,2013-14,All Students,Expulsion Rate,0,0.02,External,354
221-2013-14-All Students-Total Suspensions-External,221,2013-14,All Students,Total Suspensions,78,2583,External,354
221-2013-14-All Students-Suspended 1+-External,221,2013-14,All Students,Suspended 1+,10.17000008,5.519999981,External,354
221-2013-14-Black non-Hispanic-Suspended 11+-External,221,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,351
221-2013-14-Black non-Hispanic-Suspended 1+-External,221,2013-14,Black non-Hispanic,Suspended 1+,9.970000267,7.440000057,External,351
221-2013-14-Female-Suspended 11+-External,221,2013-14,Female,Suspended 11+,0,0,External,172
221-2013-14-Female-Suspended 1+-External,221,2013-14,Female,Suspended 1+,2.329999924,3.400000095,External,172
221-2013-14-Free or Reduced Lunch-Suspended 1+-External,221,2013-14,Free or Reduced Lunch,Suspended 1+,10.17000008,6.639999866,External,354
221-2013-14-Free or Reduced Lunch-Suspended 11+-External,221,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,354
221-2013-14-Male-Suspended 1+-External,221,2013-14,Male,Suspended 1+,17.57999992,7.619999886,External,182
221-2013-14-Male-Suspended 11+-External,221,2013-14,Male,Suspended 11+,0,0.01,External,182
221-2013-14-Special Education-Suspended 1+-External,221,2013-14,Special Education,Suspended 1+,23.32999992,10.75,External,30
221-2013-14-Special Education-Suspended 11+-External,221,2013-14,Special Education,Suspended 11+,0,0,External,30
222-2013-14-All Students-Suspended 1+-External,222,2013-14,All Students,Suspended 1+,25.29999924,22.09000015,External,253
222-2013-14-All Students-Suspended 11+-External,222,2013-14,All Students,Suspended 11+,0,0.959999979,External,253
222-2013-14-All Students-Expulsion Rate-External,222,2013-14,All Students,Expulsion Rate,1.58,0.57,External,253
222-2013-14-All Students-Total Suspensions-External,222,2013-14,All Students,Total Suspensions,65,2307,External,253
222-2013-14-All Students-Expulsions-External,222,2013-14,All Students,Expulsions,4,60,External,253
222-2013-14-Black non-Hispanic-Suspended 11+-External,222,2013-14,Black non-Hispanic,Suspended 11+,0,1.039999962,External,200
222-2013-14-Black non-Hispanic-Suspended 1+-External,222,2013-14,Black non-Hispanic,Suspended 1+,29.5,25.70999908,External,200
222-2013-14-Female-Suspended 1+-External,222,2013-14,Female,Suspended 1+,19.65999985,18.93000031,External,117
222-2013-14-Female-Suspended 11+-External,222,2013-14,Female,Suspended 11+,0,0.829999983,External,117
222-2013-14-Free or Reduced Lunch-Suspended 1+-External,222,2013-14,Free or Reduced Lunch,Suspended 1+,29.20999908,25.07999992,External,89
222-2013-14-Free or Reduced Lunch-Suspended 11+-External,222,2013-14,Free or Reduced Lunch,Suspended 11+,0,1.120000005,External,89
222-2013-14-Hispanic / Latino-Suspended 11+-External,222,2013-14,Hispanic / Latino,Suspended 11+,0,2.869999886,External,51
222-2013-14-Hispanic / Latino-Suspended 1+-External,222,2013-14,Hispanic / Latino,Suspended 1+,9.800000191,31.34000015,External,51
222-2013-14-Limited English Proficiency-Suspended 1+-External,222,2013-14,Limited English Proficiency,Suspended 1+,20,13.28999996,External,25
222-2013-14-Limited English Proficiency-Suspended 11+-External,222,2013-14,Limited English Proficiency,Suspended 11+,0,1.159999967,External,25
222-2013-14-Male-Suspended 11+-External,222,2013-14,Male,Suspended 11+,0,1.080000043,External,136
222-2013-14-Male-Suspended 1+-External,222,2013-14,Male,Suspended 1+,30.14999962,25.18000031,External,136
222-2013-14-Special Education-Suspended 11+-External,222,2013-14,Special Education,Suspended 11+,0,1.50999999,External,31
222-2013-14-Special Education-Suspended 1+-External,222,2013-14,Special Education,Suspended 1+,38.70999908,33.90999985,External,31
224-2013-14-All Students-Expulsion Rate-External,224,2013-14,All Students,Expulsion Rate,0,0.02,External,303
224-2013-14-All Students-Suspended 11+-External,224,2013-14,All Students,Suspended 11+,0,0.01,External,303
224-2013-14-All Students-Expulsions-External,224,2013-14,All Students,Expulsions,0,10,External,303
224-2013-14-All Students-Total Suspensions-External,224,2013-14,All Students,Total Suspensions,0,2583,External,303
224-2013-14-All Students-Suspended 1+-External,224,2013-14,All Students,Suspended 1+,0,5.519999981,External,303
224-2013-14-Black non-Hispanic-Suspended 11+-External,224,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,210
224-2013-14-Black non-Hispanic-Suspended 1+-External,224,2013-14,Black non-Hispanic,Suspended 1+,0,7.440000057,External,210
224-2013-14-Female-Suspended 11+-External,224,2013-14,Female,Suspended 11+,0,0,External,147
224-2013-14-Female-Suspended 1+-External,224,2013-14,Female,Suspended 1+,0,3.400000095,External,147
224-2013-14-Free or Reduced Lunch-Suspended 1+-External,224,2013-14,Free or Reduced Lunch,Suspended 1+,0,6.639999866,External,303
224-2013-14-Free or Reduced Lunch-Suspended 11+-External,224,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,303
224-2013-14-Male-Suspended 1+-External,224,2013-14,Male,Suspended 1+,0,7.619999886,External,156
224-2013-14-Male-Suspended 11+-External,224,2013-14,Male,Suspended 11+,0,0.01,External,156
224-2013-14-Special Education-Suspended 11+-External,224,2013-14,Special Education,Suspended 11+,0,0,External,27
224-2013-14-Special Education-Suspended 1+-External,224,2013-14,Special Education,Suspended 1+,0,10.75,External,27
227-2013-14-All Students-Suspended 1+-External,227,2013-14,All Students,Suspended 1+,2.269999981,5.519999981,External,396
227-2013-14-All Students-Suspended 11+-External,227,2013-14,All Students,Suspended 11+,0,0.01,External,396
227-2013-14-All Students-Total Suspensions-External,227,2013-14,All Students,Total Suspensions,10,2583,External,396
227-2013-14-All Students-Expulsions-External,227,2013-14,All Students,Expulsions,0,10,External,396
227-2013-14-All Students-Expulsion Rate-External,227,2013-14,All Students,Expulsion Rate,0,0.02,External,396
227-2013-14-Asian-Suspended 1+-External,227,2013-14,Asian,Suspended 1+,0,1.570000052,External,10
227-2013-14-Asian-Suspended 11+-External,227,2013-14,Asian,Suspended 11+,0,0,External,10
227-2013-14-Black non-Hispanic-Suspended 11+-External,227,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,117
227-2013-14-Black non-Hispanic-Suspended 1+-External,227,2013-14,Black non-Hispanic,Suspended 1+,6.840000153,7.440000057,External,117
227-2013-14-Female-Suspended 1+-External,227,2013-14,Female,Suspended 1+,0.519999981,3.400000095,External,193
227-2013-14-Female-Suspended 11+-External,227,2013-14,Female,Suspended 11+,0,0,External,193
227-2013-14-Free or Reduced Lunch-Suspended 1+-External,227,2013-14,Free or Reduced Lunch,Suspended 1+,2.269999981,6.639999866,External,396
227-2013-14-Free or Reduced Lunch-Suspended 11+-External,227,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,396
227-2013-14-Male-Suspended 11+-External,227,2013-14,Male,Suspended 11+,0,0.01,External,203
227-2013-14-Male-Suspended 1+-External,227,2013-14,Male,Suspended 1+,3.940000057,7.619999886,External,203
227-2013-14-Special Education-Suspended 11+-External,227,2013-14,Special Education,Suspended 11+,0,0,External,35
227-2013-14-Special Education-Suspended 1+-External,227,2013-14,Special Education,Suspended 1+,5.710000038,10.75,External,35
231-2013-14-All Students-Expulsion Rate-External,231,2013-14,All Students,Expulsion Rate,0,0.02,External,168
231-2013-14-All Students-Suspended 11+-External,231,2013-14,All Students,Suspended 11+,0,0.01,External,168
231-2013-14-All Students-Suspended 1+-External,231,2013-14,All Students,Suspended 1+,0,5.519999981,External,168
231-2013-14-All Students-Expulsions-External,231,2013-14,All Students,Expulsions,0,10,External,168
231-2013-14-All Students-Total Suspensions-External,231,2013-14,All Students,Total Suspensions,0,2583,External,168
231-2013-14-Black non-Hispanic-Suspended 11+-External,231,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,165
231-2013-14-Black non-Hispanic-Suspended 1+-External,231,2013-14,Black non-Hispanic,Suspended 1+,0,7.440000057,External,165
231-2013-14-Female-Suspended 11+-External,231,2013-14,Female,Suspended 11+,0,0,External,78
231-2013-14-Female-Suspended 1+-External,231,2013-14,Female,Suspended 1+,0,3.400000095,External,78
231-2013-14-Free or Reduced Lunch-Suspended 1+-External,231,2013-14,Free or Reduced Lunch,Suspended 1+,0,6.639999866,External,168
231-2013-14-Free or Reduced Lunch-Suspended 11+-External,231,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,168
231-2013-14-Male-Suspended 1+-External,231,2013-14,Male,Suspended 1+,0,7.619999886,External,90
231-2013-14-Male-Suspended 11+-External,231,2013-14,Male,Suspended 11+,0,0.01,External,90
231-2013-14-Special Education-Suspended 11+-External,231,2013-14,Special Education,Suspended 11+,0,0,External,24
231-2013-14-Special Education-Suspended 1+-External,231,2013-14,Special Education,Suspended 1+,0,10.75,External,24
232-2013-14-All Students-Total Suspensions-External,232,2013-14,All Students,Total Suspensions,0,2524,External,470
232-2013-14-All Students-Expulsions-External,232,2013-14,All Students,Expulsions,0,10,External,470
232-2013-14-All Students-Suspended 11+-External,232,2013-14,All Students,Suspended 11+,0,0.01,External,470
232-2013-14-All Students-Expulsion Rate-External,232,2013-14,All Students,Expulsion Rate,0,0.02,External,470
232-2013-14-All Students-Suspended 1+-External,232,2013-14,All Students,Suspended 1+,0,6.059999943,External,470
232-2013-14-Asian-Suspended 1+-External,232,2013-14,Asian,Suspended 1+,0,1.559999943,External,25
232-2013-14-Asian-Suspended 11+-External,232,2013-14,Asian,Suspended 11+,0,0,External,25
232-2013-14-Black non-Hispanic-Suspended 1+-External,232,2013-14,Black non-Hispanic,Suspended 1+,0,8.229999542,External,137
232-2013-14-Black non-Hispanic-Suspended 11+-External,232,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,137
232-2013-14-Female-Suspended 1+-External,232,2013-14,Female,Suspended 1+,0,3.720000029,External,238
232-2013-14-Female-Suspended 11+-External,232,2013-14,Female,Suspended 11+,0,0,External,238
232-2013-14-Free or Reduced Lunch-Suspended 1+-External,232,2013-14,Free or Reduced Lunch,Suspended 1+,0,7.340000153,External,81
232-2013-14-Free or Reduced Lunch-Suspended 11+-External,232,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,81
232-2013-14-Male-Suspended 11+-External,232,2013-14,Male,Suspended 11+,0,0.01,External,232
232-2013-14-Male-Suspended 1+-External,232,2013-14,Male,Suspended 1+,0,8.359999657,External,232
232-2013-14-Multiracial-Suspended 1+-External,232,2013-14,Multiracial,Suspended 1+,0,1.74000001,External,40
232-2013-14-Multiracial-Suspended 11+-External,232,2013-14,Multiracial,Suspended 11+,0,0,External,40
232-2013-14-Special Education-Suspended 1+-External,232,2013-14,Special Education,Suspended 1+,0,11.25,External,35
232-2013-14-Special Education-Suspended 11+-External,232,2013-14,Special Education,Suspended 11+,0,0,External,35
232-2013-14-White non-Hispanic-Suspended 1+-External,232,2013-14,White non-Hispanic,Suspended 1+,0,0.469999999,External,208
232-2013-14-White non-Hispanic-Suspended 11+-External,232,2013-14,White non-Hispanic,Suspended 11+,0,0,External,208
238-2013-14-All Students-Expulsions-External,238,2013-14,All Students,Expulsions,0,10,External,266
238-2013-14-All Students-Total Suspensions-External,238,2013-14,All Students,Total Suspensions,33,2583,External,266
238-2013-14-All Students-Suspended 11+-External,238,2013-14,All Students,Suspended 11+,0,0.01,External,266
238-2013-14-All Students-Expulsion Rate-External,238,2013-14,All Students,Expulsion Rate,0,0.02,External,266
238-2013-14-All Students-Suspended 1+-External,238,2013-14,All Students,Suspended 1+,7.889999866,5.519999981,External,266
238-2013-14-Black non-Hispanic-Suspended 1+-External,238,2013-14,Black non-Hispanic,Suspended 1+,7.920000076,7.440000057,External,265
238-2013-14-Black non-Hispanic-Suspended 11+-External,238,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,265
238-2013-14-Female-Suspended 11+-External,238,2013-14,Female,Suspended 11+,0,0,External,135
238-2013-14-Female-Suspended 1+-External,238,2013-14,Female,Suspended 1+,5.190000057,3.400000095,External,135
238-2013-14-Free or Reduced Lunch-Suspended 1+-External,238,2013-14,Free or Reduced Lunch,Suspended 1+,7.889999866,6.639999866,External,266
238-2013-14-Free or Reduced Lunch-Suspended 11+-External,238,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,266
238-2013-14-Male-Suspended 1+-External,238,2013-14,Male,Suspended 1+,10.68999958,7.619999886,External,131
238-2013-14-Male-Suspended 11+-External,238,2013-14,Male,Suspended 11+,0,0.01,External,131
238-2013-14-Special Education-Suspended 1+-External,238,2013-14,Special Education,Suspended 1+,12.11999989,10.75,External,33
238-2013-14-Special Education-Suspended 11+-External,238,2013-14,Special Education,Suspended 11+,0,0,External,33
239-2013-14-All Students-Total Suspensions-External,239,2013-14,All Students,Total Suspensions,58,2583,External,280
239-2013-14-All Students-Suspended 11+-External,239,2013-14,All Students,Suspended 11+,0,0.01,External,280
239-2013-14-All Students-Expulsions-External,239,2013-14,All Students,Expulsions,0,10,External,280
239-2013-14-All Students-Expulsion Rate-External,239,2013-14,All Students,Expulsion Rate,0,0.02,External,280
239-2013-14-All Students-Suspended 1+-External,239,2013-14,All Students,Suspended 1+,8.210000038,5.519999981,External,280
239-2013-14-Black non-Hispanic-Suspended 11+-External,239,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,194
239-2013-14-Black non-Hispanic-Suspended 1+-External,239,2013-14,Black non-Hispanic,Suspended 1+,11.34000015,7.440000057,External,194
239-2013-14-Female-Suspended 1+-External,239,2013-14,Female,Suspended 1+,4.099999905,3.400000095,External,122
239-2013-14-Female-Suspended 11+-External,239,2013-14,Female,Suspended 11+,0,0,External,122
239-2013-14-Free or Reduced Lunch-Suspended 1+-External,239,2013-14,Free or Reduced Lunch,Suspended 1+,8.210000038,6.639999866,External,280
239-2013-14-Free or Reduced Lunch-Suspended 11+-External,239,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,280
239-2013-14-Male-Suspended 11+-External,239,2013-14,Male,Suspended 11+,0,0.01,External,158
239-2013-14-Male-Suspended 1+-External,239,2013-14,Male,Suspended 1+,11.39000034,7.619999886,External,158
239-2013-14-Special Education-Suspended 1+-External,239,2013-14,Special Education,Suspended 1+,16.44000053,10.75,External,73
239-2013-14-Special Education-Suspended 11+-External,239,2013-14,Special Education,Suspended 11+,0,0,External,73
239-2013-14-White non-Hispanic-Suspended 11+-External,239,2013-14,White non-Hispanic,Suspended 11+,0,0,External,17
239-2013-14-White non-Hispanic-Suspended 1+-External,239,2013-14,White non-Hispanic,Suspended 1+,0,0.529999971,External,17
246-2013-14-All Students-Suspended 11+-External,246,2013-14,All Students,Suspended 11+,0,1.019999981,External,371
246-2013-14-All Students-Total Suspensions-External,246,2013-14,All Students,Total Suspensions,127,3381,External,371
246-2013-14-All Students-Expulsion Rate-External,246,2013-14,All Students,Expulsion Rate,0,0.31,External,371
246-2013-14-All Students-Expulsions-External,246,2013-14,All Students,Expulsions,0,42,External,371
246-2013-14-All Students-Suspended 1+-External,246,2013-14,All Students,Suspended 1+,21.55999947,25.05999947,External,371
246-2013-14-Asian-Suspended 1+-External,246,2013-14,Asian,Suspended 1+,3.329999924,1.919999957,External,30
246-2013-14-Asian-Suspended 11+-External,246,2013-14,Asian,Suspended 11+,0,0,External,30
246-2013-14-Black non-Hispanic-Suspended 11+-External,246,2013-14,Black non-Hispanic,Suspended 11+,0,1.320000052,External,239
246-2013-14-Black non-Hispanic-Suspended 1+-External,246,2013-14,Black non-Hispanic,Suspended 1+,27.20000076,30.44000053,External,239
246-2013-14-Female-Suspended 1+-External,246,2013-14,Female,Suspended 1+,13.59000015,20.26000023,External,184
246-2013-14-Female-Suspended 11+-External,246,2013-14,Female,Suspended 11+,0,0.730000019,External,184
246-2013-14-Free or Reduced Lunch-Suspended 1+-External,246,2013-14,Free or Reduced Lunch,Suspended 1+,25.48999977,29.22999954,External,204
246-2013-14-Free or Reduced Lunch-Suspended 11+-External,246,2013-14,Free or Reduced Lunch,Suspended 11+,0,1.279999971,External,204
246-2013-14-Male-Suspended 11+-External,246,2013-14,Male,Suspended 11+,0,1.309999943,External,187
246-2013-14-Male-Suspended 1+-External,246,2013-14,Male,Suspended 1+,29.40999985,29.79000092,External,187
246-2013-14-Special Education-Suspended 1+-External,246,2013-14,Special Education,Suspended 1+,41.29999924,33.99000168,External,46
246-2013-14-Special Education-Suspended 11+-External,246,2013-14,Special Education,Suspended 11+,0,1.370000005,External,46
246-2013-14-White non-Hispanic-Suspended 1+-External,246,2013-14,White non-Hispanic,Suspended 1+,14.63000011,2.119999886,External,41
246-2013-14-White non-Hispanic-Suspended 11+-External,246,2013-14,White non-Hispanic,Suspended 11+,0,0.109999999,External,41
247-2013-14-All Students-Expulsion Rate-External,247,2013-14,All Students,Expulsion Rate,0,0.02,External,269
247-2013-14-All Students-Total Suspensions-External,247,2013-14,All Students,Total Suspensions,126,2583,External,269
247-2013-14-All Students-Suspended 1+-External,247,2013-14,All Students,Suspended 1+,19.32999992,5.519999981,External,269
247-2013-14-All Students-Expulsions-External,247,2013-14,All Students,Expulsions,0,10,External,269
247-2013-14-All Students-Suspended 11+-External,247,2013-14,All Students,Suspended 11+,0,0.01,External,269
247-2013-14-Black non-Hispanic-Suspended 11+-External,247,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,266
247-2013-14-Black non-Hispanic-Suspended 1+-External,247,2013-14,Black non-Hispanic,Suspended 1+,19.54999924,7.440000057,External,266
247-2013-14-Female-Suspended 1+-External,247,2013-14,Female,Suspended 1+,6.150000095,3.400000095,External,130
247-2013-14-Female-Suspended 11+-External,247,2013-14,Female,Suspended 11+,0,0,External,130
247-2013-14-Free or Reduced Lunch-Suspended 11+-External,247,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,269
247-2013-14-Free or Reduced Lunch-Suspended 1+-External,247,2013-14,Free or Reduced Lunch,Suspended 1+,19.32999992,6.639999866,External,269
247-2013-14-Male-Suspended 1+-External,247,2013-14,Male,Suspended 1+,31.64999962,7.619999886,External,139
247-2013-14-Male-Suspended 11+-External,247,2013-14,Male,Suspended 11+,0,0.01,External,139
247-2013-14-Special Education-Suspended 11+-External,247,2013-14,Special Education,Suspended 11+,0,0,External,51
247-2013-14-Special Education-Suspended 1+-External,247,2013-14,Special Education,Suspended 1+,41.18000031,10.75,External,51
249-2013-14-All Students-Total Suspensions-External,249,2013-14,All Students,Total Suspensions,354,2583,External,521
249-2013-14-All Students-Expulsions-External,249,2013-14,All Students,Expulsions,0,10,External,521
249-2013-14-All Students-Suspended 1+-External,249,2013-14,All Students,Suspended 1+,24.37999916,5.519999981,External,521
249-2013-14-All Students-Suspended 11+-External,249,2013-14,All Students,Suspended 11+,0,0.01,External,521
249-2013-14-All Students-Expulsion Rate-External,249,2013-14,All Students,Expulsion Rate,0,0.02,External,521
249-2013-14-Black non-Hispanic-Suspended 1+-External,249,2013-14,Black non-Hispanic,Suspended 1+,24.85000038,7.440000057,External,511
249-2013-14-Black non-Hispanic-Suspended 11+-External,249,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,511
249-2013-14-Female-Suspended 1+-External,249,2013-14,Female,Suspended 1+,18.77000046,3.400000095,External,277
249-2013-14-Female-Suspended 11+-External,249,2013-14,Female,Suspended 11+,0,0,External,277
249-2013-14-Free or Reduced Lunch-Suspended 1+-External,249,2013-14,Free or Reduced Lunch,Suspended 1+,24.37999916,6.639999866,External,521
249-2013-14-Free or Reduced Lunch-Suspended 11+-External,249,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,521
249-2013-14-Male-Suspended 11+-External,249,2013-14,Male,Suspended 11+,0,0.01,External,244
249-2013-14-Male-Suspended 1+-External,249,2013-14,Male,Suspended 1+,30.73999977,7.619999886,External,244
249-2013-14-Special Education-Suspended 1+-External,249,2013-14,Special Education,Suspended 1+,31.43000031,10.75,External,70
249-2013-14-Special Education-Suspended 11+-External,249,2013-14,Special Education,Suspended 11+,0,0,External,70
251-2013-14-All Students-Expulsion Rate-External,251,2013-14,All Students,Expulsion Rate,0,0.02,External,274
251-2013-14-All Students-Suspended 1+-External,251,2013-14,All Students,Suspended 1+,5.110000134,5.519999981,External,274
251-2013-14-All Students-Total Suspensions-External,251,2013-14,All Students,Total Suspensions,18,2583,External,274
251-2013-14-All Students-Suspended 11+-External,251,2013-14,All Students,Suspended 11+,0,0.01,External,274
251-2013-14-All Students-Expulsions-External,251,2013-14,All Students,Expulsions,0,10,External,274
251-2013-14-Black non-Hispanic-Suspended 1+-External,251,2013-14,Black non-Hispanic,Suspended 1+,5.239999771,7.440000057,External,267
251-2013-14-Black non-Hispanic-Suspended 11+-External,251,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,267
251-2013-14-Female-Suspended 11+-External,251,2013-14,Female,Suspended 11+,0,0,External,130
251-2013-14-Female-Suspended 1+-External,251,2013-14,Female,Suspended 1+,2.309999943,3.400000095,External,130
251-2013-14-Free or Reduced Lunch-Suspended 11+-External,251,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,274
251-2013-14-Free or Reduced Lunch-Suspended 1+-External,251,2013-14,Free or Reduced Lunch,Suspended 1+,5.110000134,6.639999866,External,274
251-2013-14-Male-Suspended 11+-External,251,2013-14,Male,Suspended 11+,0,0.01,External,144
251-2013-14-Male-Suspended 1+-External,251,2013-14,Male,Suspended 1+,7.639999866,7.619999886,External,144
251-2013-14-Special Education-Suspended 11+-External,251,2013-14,Special Education,Suspended 11+,0,0,External,38
251-2013-14-Special Education-Suspended 1+-External,251,2013-14,Special Education,Suspended 1+,7.889999866,10.75,External,38
252-2013-14-All Students-Expulsions-External,252,2013-14,All Students,Expulsions,0,10,External,334
252-2013-14-All Students-Suspended 1+-External,252,2013-14,All Students,Suspended 1+,0.300000012,6.059999943,External,334
252-2013-14-All Students-Expulsion Rate-External,252,2013-14,All Students,Expulsion Rate,0,0.02,External,334
252-2013-14-All Students-Total Suspensions-External,252,2013-14,All Students,Total Suspensions,1,2524,External,334
252-2013-14-All Students-Suspended 11+-External,252,2013-14,All Students,Suspended 11+,0,0.01,External,334
252-2013-14-Asian-Suspended 11+-External,252,2013-14,Asian,Suspended 11+,0,0,External,25
252-2013-14-Asian-Suspended 1+-External,252,2013-14,Asian,Suspended 1+,0,1.559999943,External,25
252-2013-14-Black non-Hispanic-Suspended 1+-External,252,2013-14,Black non-Hispanic,Suspended 1+,0.810000002,8.229999542,External,123
252-2013-14-Black non-Hispanic-Suspended 11+-External,252,2013-14,Black non-Hispanic,Suspended 11+,0,0.01,External,123
252-2013-14-Female-Suspended 11+-External,252,2013-14,Female,Suspended 11+,0,0,External,151
252-2013-14-Female-Suspended 1+-External,252,2013-14,Female,Suspended 1+,0,3.720000029,External,151
252-2013-14-Free or Reduced Lunch-Suspended 1+-External,252,2013-14,Free or Reduced Lunch,Suspended 1+,0,7.340000153,External,53
252-2013-14-Free or Reduced Lunch-Suspended 11+-External,252,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.01,External,53
252-2013-14-Male-Suspended 11+-External,252,2013-14,Male,Suspended 11+,0,0.01,External,183
252-2013-14-Male-Suspended 1+-External,252,2013-14,Male,Suspended 1+,0.550000012,8.359999657,External,183
252-2013-14-Special Education-Suspended 11+-External,252,2013-14,Special Education,Suspended 11+,0,0,External,31
