Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
191-2013-14-Special Education-Suspended 11+-External,191,2013-14,Special Education,Suspended 11+,2,1,External,47
191-2013-14-Special Education-Suspended 1+-External,191,2013-14,Special Education,Suspended 1+,15,31,External,47
193-2013-14-All Students-Suspended 1+-External,193,2013-14,All Students,Suspended 1+,0,6,External,320
193-2013-14-All Students-Suspended 11+-External,193,2013-14,All Students,Suspended 11+,0,0,External,320
193-2013-14-Black non-Hispanic-Suspended 1+-External,193,2013-14,Black non-Hispanic,Suspended 1+,0,8,External,69
193-2013-14-Black non-Hispanic-Suspended 11+-External,193,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,69
193-2013-14-Female-Suspended 11+-External,193,2013-14,Female,Suspended 11+,0,0,External,156
193-2013-14-Female-Suspended 1+-External,193,2013-14,Female,Suspended 1+,0,3,External,156
193-2013-14-Free or Reduced Lunch-Suspended 11+-External,193,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,86
193-2013-14-Free or Reduced Lunch-Suspended 1+-External,193,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,86
193-2013-14-Hispanic / Latino-Suspended 1+-External,193,2013-14,Hispanic / Latino,Suspended 1+,0,4,External,159
193-2013-14-Hispanic / Latino-Suspended 11+-External,193,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,159
193-2013-14-Limited English Proficiency-Suspended 11+-External,193,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,112
193-2013-14-Limited English Proficiency-Suspended 1+-External,193,2013-14,Limited English Proficiency,Suspended 1+,0,2,External,112
193-2013-14-Male-Suspended 1+-External,193,2013-14,Male,Suspended 1+,0,8,External,164
193-2013-14-Male-Suspended 11+-External,193,2013-14,Male,Suspended 11+,0,0,External,164
193-2013-14-Multiracial-Suspended 11+-External,193,2013-14,Multiracial,Suspended 11+,0,0,External,14
193-2013-14-Multiracial-Suspended 1+-External,193,2013-14,Multiracial,Suspended 1+,0,2,External,14
193-2013-14-Special Education-Suspended 1+-External,193,2013-14,Special Education,Suspended 1+,0,11,External,32
193-2013-14-Special Education-Suspended 11+-External,193,2013-14,Special Education,Suspended 11+,0,0,External,32
193-2013-14-White non-Hispanic-Suspended 11+-External,193,2013-14,White non-Hispanic,Suspended 11+,0,0,External,76
193-2013-14-White non-Hispanic-Suspended 1+-External,193,2013-14,White non-Hispanic,Suspended 1+,0,1,External,76
195-2013-14-All Students-Suspended 11+-External,195,2013-14,All Students,Suspended 11+,0,0,External,749
195-2013-14-All Students-Suspended 1+-External,195,2013-14,All Students,Suspended 1+,1,4,External,749
195-2013-14-Black non-Hispanic-Suspended 1+-External,195,2013-14,Black non-Hispanic,Suspended 1+,1,6,External,731
195-2013-14-Black non-Hispanic-Suspended 11+-External,195,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,731
195-2013-14-Female-Suspended 11+-External,195,2013-14,Female,Suspended 11+,0,0,External,343
195-2013-14-Female-Suspended 1+-External,195,2013-14,Female,Suspended 1+,0,2,External,343
195-2013-14-Free or Reduced Lunch-Suspended 1+-External,195,2013-14,Free or Reduced Lunch,Suspended 1+,1,5,External,604
195-2013-14-Free or Reduced Lunch-Suspended 11+-External,195,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,604
195-2013-14-Male-Suspended 11+-External,195,2013-14,Male,Suspended 11+,0,0,External,404
195-2013-14-Male-Suspended 1+-External,195,2013-14,Male,Suspended 1+,2,6,External,404
195-2013-14-Special Education-Suspended 1+-External,195,2013-14,Special Education,Suspended 1+,2,7,External,86
195-2013-14-Special Education-Suspended 11+-External,195,2013-14,Special Education,Suspended 11+,0,0,External,86
196-2013-14-All Students-Suspended 1+-External,196,2013-14,All Students,Suspended 1+,38,20,External,288
196-2013-14-All Students-Suspended 11+-External,196,2013-14,All Students,Suspended 11+,0,1,External,288
196-2013-14-Black non-Hispanic-Suspended 11+-External,196,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,263
196-2013-14-Black non-Hispanic-Suspended 1+-External,196,2013-14,Black non-Hispanic,Suspended 1+,39,25,External,263
196-2013-14-Female-Suspended 11+-External,196,2013-14,Female,Suspended 11+,0,1,External,142
196-2013-14-Female-Suspended 1+-External,196,2013-14,Female,Suspended 1+,25,15,External,142
196-2013-14-Free or Reduced Lunch-Suspended 11+-External,196,2013-14,Free or Reduced Lunch,Suspended 11+,0,1,External,224
196-2013-14-Free or Reduced Lunch-Suspended 1+-External,196,2013-14,Free or Reduced Lunch,Suspended 1+,42,23,External,224
196-2013-14-Hispanic / Latino-Suspended 11+-External,196,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,12
196-2013-14-Hispanic / Latino-Suspended 1+-External,196,2013-14,Hispanic / Latino,Suspended 1+,42,20,External,12
196-2013-14-Male-Suspended 11+-External,196,2013-14,Male,Suspended 11+,0,1,External,146
196-2013-14-Male-Suspended 1+-External,196,2013-14,Male,Suspended 1+,51,24,External,146
196-2013-14-Multiracial-Suspended 11+-External,196,2013-14,Multiracial,Suspended 11+,0,0,External,11
196-2013-14-Multiracial-Suspended 1+-External,196,2013-14,Multiracial,Suspended 1+,27,7,External,11
196-2013-14-Special Education-Suspended 11+-External,196,2013-14,Special Education,Suspended 11+,0,1,External,43
196-2013-14-Special Education-Suspended 1+-External,196,2013-14,Special Education,Suspended 1+,60,29,External,43
197-2013-14-All Students-Suspended 1+-External,197,2013-14,All Students,Suspended 1+,5,3,External,73
197-2013-14-All Students-Suspended 11+-External,197,2013-14,All Students,Suspended 11+,0,0,External,73
197-2013-14-Black non-Hispanic-Suspended 1+-External,197,2013-14,Black non-Hispanic,Suspended 1+,7,5,External,44
197-2013-14-Black non-Hispanic-Suspended 11+-External,197,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,44
197-2013-14-Female-Suspended 1+-External,197,2013-14,Female,Suspended 1+,3,2,External,40
197-2013-14-Female-Suspended 11+-External,197,2013-14,Female,Suspended 11+,0,0,External,40
197-2013-14-Male-Suspended 1+-External,197,2013-14,Male,Suspended 1+,9,5,External,33
197-2013-14-Male-Suspended 11+-External,197,2013-14,Male,Suspended 11+,0,0,External,33
197-2013-14-White non-Hispanic-Suspended 1+-External,197,2013-14,White non-Hispanic,Suspended 1+,0,0,External,23
197-2013-14-White non-Hispanic-Suspended 11+-External,197,2013-14,White non-Hispanic,Suspended 11+,0,0,External,23
198-2013-14-All Students-Suspended 1+-External,198,2013-14,All Students,Suspended 1+,7,10,External,516
198-2013-14-All Students-Suspended 11+-External,198,2013-14,All Students,Suspended 11+,0,0,External,516
198-2013-14-Black non-Hispanic-Suspended 11+-External,198,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,329
198-2013-14-Black non-Hispanic-Suspended 1+-External,198,2013-14,Black non-Hispanic,Suspended 1+,10,13,External,329
198-2013-14-Female-Suspended 1+-External,198,2013-14,Female,Suspended 1+,5,7,External,255
198-2013-14-Female-Suspended 11+-External,198,2013-14,Female,Suspended 11+,0,0,External,255
198-2013-14-Free or Reduced Lunch-Suspended 1+-External,198,2013-14,Free or Reduced Lunch,Suspended 1+,12,12,External,252
198-2013-14-Free or Reduced Lunch-Suspended 11+-External,198,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,252
198-2013-14-Hispanic / Latino-Suspended 11+-External,198,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,45
198-2013-14-Hispanic / Latino-Suspended 1+-External,198,2013-14,Hispanic / Latino,Suspended 1+,11,10,External,45
198-2013-14-Limited English Proficiency-Suspended 11+-External,198,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,26
198-2013-14-Limited English Proficiency-Suspended 1+-External,198,2013-14,Limited English Proficiency,Suspended 1+,0,4,External,26
198-2013-14-Male-Suspended 1+-External,198,2013-14,Male,Suspended 1+,10,13,External,261
198-2013-14-Male-Suspended 11+-External,198,2013-14,Male,Suspended 11+,0,0,External,261
198-2013-14-Special Education-Suspended 11+-External,198,2013-14,Special Education,Suspended 11+,0,0,External,113
198-2013-14-Special Education-Suspended 1+-External,198,2013-14,Special Education,Suspended 1+,14,18,External,113
198-2013-14-White non-Hispanic-Suspended 1+-External,198,2013-14,White non-Hispanic,Suspended 1+,0,1,External,133
198-2013-14-White non-Hispanic-Suspended 11+-External,198,2013-14,White non-Hispanic,Suspended 11+,0,0,External,133
199-2013-14-All Students-Suspended 1+-External,199,2013-14,All Students,Suspended 1+,2,7,External,385
199-2013-14-All Students-Suspended 11+-External,199,2013-14,All Students,Suspended 11+,0,0,External,385
199-2013-14-Black non-Hispanic-Suspended 1+-External,199,2013-14,Black non-Hispanic,Suspended 1+,5,10,External,41
199-2013-14-Black non-Hispanic-Suspended 11+-External,199,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,41
199-2013-14-Female-Suspended 1+-External,199,2013-14,Female,Suspended 1+,0,5,External,180
199-2013-14-Female-Suspended 11+-External,199,2013-14,Female,Suspended 11+,0,0,External,180
199-2013-14-Free or Reduced Lunch-Suspended 1+-External,199,2013-14,Free or Reduced Lunch,Suspended 1+,2,9,External,322
199-2013-14-Free or Reduced Lunch-Suspended 11+-External,199,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,322
199-2013-14-Hispanic / Latino-Suspended 1+-External,199,2013-14,Hispanic / Latino,Suspended 1+,2,6,External,318
199-2013-14-Hispanic / Latino-Suspended 11+-External,199,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,318
199-2013-14-Limited English Proficiency-Suspended 11+-External,199,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,210
199-2013-14-Limited English Proficiency-Suspended 1+-External,199,2013-14,Limited English Proficiency,Suspended 1+,3,3,External,210
199-2013-14-Male-Suspended 11+-External,199,2013-14,Male,Suspended 11+,0,0,External,205
199-2013-14-Male-Suspended 1+-External,199,2013-14,Male,Suspended 1+,4,10,External,205
199-2013-14-Special Education-Suspended 1+-External,199,2013-14,Special Education,Suspended 1+,5,14,External,61
199-2013-14-Special Education-Suspended 11+-External,199,2013-14,Special Education,Suspended 11+,0,0,External,61
199-2013-14-White non-Hispanic-Suspended 1+-External,199,2013-14,White non-Hispanic,Suspended 1+,0,1,External,20
199-2013-14-White non-Hispanic-Suspended 11+-External,199,2013-14,White non-Hispanic,Suspended 11+,0,0,External,20
200-2013-14-All Students-Suspended 1+-External,200,2013-14,All Students,Suspended 1+,34,2,External,108
200-2013-14-All Students-Suspended 11+-External,200,2013-14,All Students,Suspended 11+,0,0,External,108
200-2013-14-Black non-Hispanic-Suspended 1+-External,200,2013-14,Black non-Hispanic,Suspended 1+,34,2,External,101
200-2013-14-Black non-Hispanic-Suspended 11+-External,200,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,101
200-2013-14-Female-Suspended 11+-External,200,2013-14,Female,Suspended 11+,0,0,External,53
200-2013-14-Female-Suspended 1+-External,200,2013-14,Female,Suspended 1+,28,1,External,53
200-2013-14-Free or Reduced Lunch-Suspended 11+-External,200,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,108
200-2013-14-Free or Reduced Lunch-Suspended 1+-External,200,2013-14,Free or Reduced Lunch,Suspended 1+,34,2,External,108
200-2013-14-Male-Suspended 11+-External,200,2013-14,Male,Suspended 11+,0,0,External,55
200-2013-14-Male-Suspended 1+-External,200,2013-14,Male,Suspended 1+,40,3,External,55
202-2013-14-All Students-Suspended 11+-External,202,2013-14,All Students,Suspended 11+,0,0,External,247
202-2013-14-All Students-Suspended 1+-External,202,2013-14,All Students,Suspended 1+,18,6,External,247
202-2013-14-Black non-Hispanic-Suspended 11+-External,202,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,246
202-2013-14-Black non-Hispanic-Suspended 1+-External,202,2013-14,Black non-Hispanic,Suspended 1+,18,8,External,246
202-2013-14-Female-Suspended 1+-External,202,2013-14,Female,Suspended 1+,16,3,External,105
202-2013-14-Female-Suspended 11+-External,202,2013-14,Female,Suspended 11+,0,0,External,105
202-2013-14-Free or Reduced Lunch-Suspended 11+-External,202,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,247
202-2013-14-Free or Reduced Lunch-Suspended 1+-External,202,2013-14,Free or Reduced Lunch,Suspended 1+,18,7,External,247
202-2013-14-Male-Suspended 11+-External,202,2013-14,Male,Suspended 11+,0,0,External,142
202-2013-14-Male-Suspended 1+-External,202,2013-14,Male,Suspended 1+,20,8,External,142
202-2013-14-Special Education-Suspended 11+-External,202,2013-14,Special Education,Suspended 11+,0,0,External,24
202-2013-14-Special Education-Suspended 1+-External,202,2013-14,Special Education,Suspended 1+,25,11,External,24
203-2013-14-All Students-Suspended 11+-External,203,2013-14,All Students,Suspended 11+,0,0,External,342
203-2013-14-All Students-Suspended 1+-External,203,2013-14,All Students,Suspended 1+,19,6,External,342
203-2013-14-Black non-Hispanic-Suspended 1+-External,203,2013-14,Black non-Hispanic,Suspended 1+,21,8,External,311
203-2013-14-Black non-Hispanic-Suspended 11+-External,203,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,311
203-2013-14-Female-Suspended 11+-External,203,2013-14,Female,Suspended 11+,0,0,External,167
203-2013-14-Female-Suspended 1+-External,203,2013-14,Female,Suspended 1+,11,3,External,167
203-2013-14-Free or Reduced Lunch-Suspended 1+-External,203,2013-14,Free or Reduced Lunch,Suspended 1+,19,7,External,342
203-2013-14-Free or Reduced Lunch-Suspended 11+-External,203,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,342
203-2013-14-Male-Suspended 1+-External,203,2013-14,Male,Suspended 1+,27,8,External,175
203-2013-14-Male-Suspended 11+-External,203,2013-14,Male,Suspended 11+,0,0,External,175
203-2013-14-Special Education-Suspended 11+-External,203,2013-14,Special Education,Suspended 11+,0,0,External,52
203-2013-14-Special Education-Suspended 1+-External,203,2013-14,Special Education,Suspended 1+,33,11,External,52
204-2013-14-All Students-Suspended 1+-External,204,2013-14,All Students,Suspended 1+,2,6,External,490
204-2013-14-All Students-Suspended 11+-External,204,2013-14,All Students,Suspended 11+,0,0,External,490
204-2013-14-Asian-Suspended 11+-External,204,2013-14,Asian,Suspended 11+,0,0,External,34
204-2013-14-Asian-Suspended 1+-External,204,2013-14,Asian,Suspended 1+,3,2,External,34
204-2013-14-Black non-Hispanic-Suspended 11+-External,204,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,39
204-2013-14-Black non-Hispanic-Suspended 1+-External,204,2013-14,Black non-Hispanic,Suspended 1+,3,8,External,39
204-2013-14-Female-Suspended 11+-External,204,2013-14,Female,Suspended 11+,0,0,External,253
204-2013-14-Female-Suspended 1+-External,204,2013-14,Female,Suspended 1+,0,3,External,253
204-2013-14-Free or Reduced Lunch-Suspended 1+-External,204,2013-14,Free or Reduced Lunch,Suspended 1+,2,7,External,350
204-2013-14-Free or Reduced Lunch-Suspended 11+-External,204,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,350
204-2013-14-Male-Suspended 1+-External,204,2013-14,Male,Suspended 1+,4,8,External,237
204-2013-14-Male-Suspended 11+-External,204,2013-14,Male,Suspended 11+,0,0,External,237
204-2013-14-Special Education-Suspended 1+-External,204,2013-14,Special Education,Suspended 1+,5,11,External,61
204-2013-14-Special Education-Suspended 11+-External,204,2013-14,Special Education,Suspended 11+,0,0,External,61
204-2013-14-White non-Hispanic-Suspended 11+-External,204,2013-14,White non-Hispanic,Suspended 11+,0,0,External,57
204-2013-14-White non-Hispanic-Suspended 1+-External,204,2013-14,White non-Hispanic,Suspended 1+,0,1,External,57
205-2013-14-All Students-Suspended 11+-External,205,2013-14,All Students,Suspended 11+,0,0,External,583
205-2013-14-All Students-Suspended 1+-External,205,2013-14,All Students,Suspended 1+,1,6,External,583
205-2013-14-Black non-Hispanic-Suspended 1+-External,205,2013-14,Black non-Hispanic,Suspended 1+,2,8,External,302
205-2013-14-Black non-Hispanic-Suspended 11+-External,205,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,302
205-2013-14-Female-Suspended 1+-External,205,2013-14,Female,Suspended 1+,0,3,External,290
205-2013-14-Female-Suspended 11+-External,205,2013-14,Female,Suspended 11+,0,0,External,290
205-2013-14-Free or Reduced Lunch-Suspended 11+-External,205,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,583
205-2013-14-Free or Reduced Lunch-Suspended 1+-External,205,2013-14,Free or Reduced Lunch,Suspended 1+,1,7,External,583
205-2013-14-Male-Suspended 11+-External,205,2013-14,Male,Suspended 11+,0,0,External,293
205-2013-14-Male-Suspended 1+-External,205,2013-14,Male,Suspended 1+,2,8,External,293
205-2013-14-Multiracial-Suspended 11+-External,205,2013-14,Multiracial,Suspended 11+,0,0,External,17
205-2013-14-Multiracial-Suspended 1+-External,205,2013-14,Multiracial,Suspended 1+,0,2,External,17
205-2013-14-Special Education-Suspended 1+-External,205,2013-14,Special Education,Suspended 1+,4,11,External,84
205-2013-14-Special Education-Suspended 11+-External,205,2013-14,Special Education,Suspended 11+,0,0,External,84
205-2013-14-White non-Hispanic-Suspended 11+-External,205,2013-14,White non-Hispanic,Suspended 11+,0,0,External,14
205-2013-14-White non-Hispanic-Suspended 1+-External,205,2013-14,White non-Hispanic,Suspended 1+,0,1,External,14
206-2013-14-All Students-Suspended 1+-External,206,2013-14,All Students,Suspended 1+,0,6,External,422
206-2013-14-All Students-Suspended 11+-External,206,2013-14,All Students,Suspended 11+,0,0,External,422
206-2013-14-Black non-Hispanic-Suspended 11+-External,206,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,414
206-2013-14-Black non-Hispanic-Suspended 1+-External,206,2013-14,Black non-Hispanic,Suspended 1+,0,8,External,414
206-2013-14-Female-Suspended 1+-External,206,2013-14,Female,Suspended 1+,1,3,External,193
206-2013-14-Female-Suspended 11+-External,206,2013-14,Female,Suspended 11+,0,0,External,193
206-2013-14-Free or Reduced Lunch-Suspended 1+-External,206,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,422
206-2013-14-Free or Reduced Lunch-Suspended 11+-External,206,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,422
206-2013-14-Male-Suspended 11+-External,206,2013-14,Male,Suspended 11+,0,0,External,228
206-2013-14-Male-Suspended 1+-External,206,2013-14,Male,Suspended 1+,0,8,External,228
206-2013-14-Special Education-Suspended 11+-External,206,2013-14,Special Education,Suspended 11+,0,0,External,100
206-2013-14-Special Education-Suspended 1+-External,206,2013-14,Special Education,Suspended 1+,1,11,External,100
209-2013-14-All Students-Suspended 1+-External,209,2013-14,All Students,Suspended 1+,1,1,External,203
209-2013-14-All Students-Suspended 11+-External,209,2013-14,All Students,Suspended 11+,0,0,External,203
209-2013-14-Black non-Hispanic-Suspended 11+-External,209,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,198
209-2013-14-Black non-Hispanic-Suspended 1+-External,209,2013-14,Black non-Hispanic,Suspended 1+,1,2,External,198
209-2013-14-Female-Suspended 11+-External,209,2013-14,Female,Suspended 11+,0,0,External,101
209-2013-14-Female-Suspended 1+-External,209,2013-14,Female,Suspended 1+,1,1,External,101
209-2013-14-Free or Reduced Lunch-Suspended 1+-External,209,2013-14,Free or Reduced Lunch,Suspended 1+,1,1,External,180
209-2013-14-Free or Reduced Lunch-Suspended 11+-External,209,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,180
209-2013-14-Male-Suspended 1+-External,209,2013-14,Male,Suspended 1+,1,2,External,102
209-2013-14-Male-Suspended 11+-External,209,2013-14,Male,Suspended 11+,0,0,External,102
209-2013-14-Special Education-Suspended 11+-External,209,2013-14,Special Education,Suspended 11+,0,0,External,10
209-2013-14-Special Education-Suspended 1+-External,209,2013-14,Special Education,Suspended 1+,0,1,External,10
210-2013-14-All Students-Suspended 1+-External,210,2013-14,All Students,Suspended 1+,10,10,External,435
210-2013-14-All Students-Suspended 11+-External,210,2013-14,All Students,Suspended 11+,0,0,External,435
210-2013-14-Black non-Hispanic-Suspended 11+-External,210,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,410
210-2013-14-Black non-Hispanic-Suspended 1+-External,210,2013-14,Black non-Hispanic,Suspended 1+,10,13,External,410
210-2013-14-Female-Suspended 1+-External,210,2013-14,Female,Suspended 1+,9,7,External,254
210-2013-14-Female-Suspended 11+-External,210,2013-14,Female,Suspended 11+,0,0,External,254
210-2013-14-Free or Reduced Lunch-Suspended 1+-External,210,2013-14,Free or Reduced Lunch,Suspended 1+,10,12,External,434
210-2013-14-Free or Reduced Lunch-Suspended 11+-External,210,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,434
210-2013-14-Hispanic / Latino-Suspended 11+-External,210,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,16
210-2013-14-Hispanic / Latino-Suspended 1+-External,210,2013-14,Hispanic / Latino,Suspended 1+,0,10,External,16
210-2013-14-Limited English Proficiency-Suspended 1+-External,210,2013-14,Limited English Proficiency,Suspended 1+,0,4,External,22
210-2013-14-Limited English Proficiency-Suspended 11+-External,210,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,22
210-2013-14-Male-Suspended 1+-External,210,2013-14,Male,Suspended 1+,10,13,External,180
210-2013-14-Male-Suspended 11+-External,210,2013-14,Male,Suspended 11+,0,0,External,180
210-2013-14-Special Education-Suspended 1+-External,210,2013-14,Special Education,Suspended 1+,12,18,External,26
210-2013-14-Special Education-Suspended 11+-External,210,2013-14,Special Education,Suspended 11+,0,0,External,26
212-2013-14-All Students-Suspended 11+-External,212,2013-14,All Students,Suspended 11+,0,0,External,359
212-2013-14-All Students-Suspended 1+-External,212,2013-14,All Students,Suspended 1+,0,6,External,359
212-2013-14-Black non-Hispanic-Suspended 1+-External,212,2013-14,Black non-Hispanic,Suspended 1+,1,8,External,70
212-2013-14-Black non-Hispanic-Suspended 11+-External,212,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,70
212-2013-14-Female-Suspended 1+-External,212,2013-14,Female,Suspended 1+,0,3,External,178
212-2013-14-Female-Suspended 11+-External,212,2013-14,Female,Suspended 11+,0,0,External,178
212-2013-14-Free or Reduced Lunch-Suspended 11+-External,212,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,39
212-2013-14-Free or Reduced Lunch-Suspended 1+-External,212,2013-14,Free or Reduced Lunch,Suspended 1+,3,7,External,39
212-2013-14-Male-Suspended 1+-External,212,2013-14,Male,Suspended 1+,1,8,External,181
212-2013-14-Male-Suspended 11+-External,212,2013-14,Male,Suspended 11+,0,0,External,181
212-2013-14-Multiracial-Suspended 11+-External,212,2013-14,Multiracial,Suspended 11+,0,0,External,21
212-2013-14-Multiracial-Suspended 1+-External,212,2013-14,Multiracial,Suspended 1+,0,2,External,21
212-2013-14-Special Education-Suspended 1+-External,212,2013-14,Special Education,Suspended 1+,0,11,External,32
212-2013-14-Special Education-Suspended 11+-External,212,2013-14,Special Education,Suspended 11+,0,0,External,32
212-2013-14-White non-Hispanic-Suspended 11+-External,212,2013-14,White non-Hispanic,Suspended 11+,0,0,External,232
212-2013-14-White non-Hispanic-Suspended 1+-External,212,2013-14,White non-Hispanic,Suspended 1+,0,1,External,232
213-2013-14-All Students-Suspended 1+-External,213,2013-14,All Students,Suspended 1+,2,10,External,615
213-2013-14-All Students-Suspended 11+-External,213,2013-14,All Students,Suspended 11+,0,0,External,615
213-2013-14-Black non-Hispanic-Suspended 1+-External,213,2013-14,Black non-Hispanic,Suspended 1+,3,13,External,174
213-2013-14-Black non-Hispanic-Suspended 11+-External,213,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,174
213-2013-14-Female-Suspended 11+-External,213,2013-14,Female,Suspended 11+,0,0,External,319
213-2013-14-Female-Suspended 1+-External,213,2013-14,Female,Suspended 1+,2,7,External,319
213-2013-14-Free or Reduced Lunch-Suspended 11+-External,213,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,615
213-2013-14-Free or Reduced Lunch-Suspended 1+-External,213,2013-14,Free or Reduced Lunch,Suspended 1+,2,12,External,615
213-2013-14-Male-Suspended 1+-External,213,2013-14,Male,Suspended 1+,2,13,External,296
213-2013-14-Male-Suspended 11+-External,213,2013-14,Male,Suspended 11+,0,0,External,296
213-2013-14-Special Education-Suspended 11+-External,213,2013-14,Special Education,Suspended 11+,0,0,External,55
213-2013-14-Special Education-Suspended 1+-External,213,2013-14,Special Education,Suspended 1+,2,18,External,55
214-2013-14-All Students-Suspended 11+-External,214,2013-14,All Students,Suspended 11+,0,0,External,101
214-2013-14-All Students-Suspended 1+-External,214,2013-14,All Students,Suspended 1+,10,3,External,101
214-2013-14-Black non-Hispanic-Suspended 1+-External,214,2013-14,Black non-Hispanic,Suspended 1+,10,4,External,97
214-2013-14-Black non-Hispanic-Suspended 11+-External,214,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,97
214-2013-14-Female-Suspended 11+-External,214,2013-14,Female,Suspended 11+,0,0,External,46
214-2013-14-Female-Suspended 1+-External,214,2013-14,Female,Suspended 1+,0,2,External,46
214-2013-14-Free or Reduced Lunch-Suspended 11+-External,214,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,85
214-2013-14-Free or Reduced Lunch-Suspended 1+-External,214,2013-14,Free or Reduced Lunch,Suspended 1+,11,3,External,85
214-2013-14-Male-Suspended 11+-External,214,2013-14,Male,Suspended 11+,0,0,External,55
214-2013-14-Male-Suspended 1+-External,214,2013-14,Male,Suspended 1+,18,4,External,55
216-2013-14-All Students-Suspended 11+-External,216,2013-14,All Students,Suspended 11+,0,0,External,167
216-2013-14-All Students-Suspended 1+-External,216,2013-14,All Students,Suspended 1+,0,1,External,167
216-2013-14-Black non-Hispanic-Suspended 11+-External,216,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,165
216-2013-14-Black non-Hispanic-Suspended 1+-External,216,2013-14,Black non-Hispanic,Suspended 1+,0,2,External,165
216-2013-14-Female-Suspended 1+-External,216,2013-14,Female,Suspended 1+,0,1,External,118
216-2013-14-Female-Suspended 11+-External,216,2013-14,Female,Suspended 11+,0,0,External,118
216-2013-14-Male-Suspended 1+-External,216,2013-14,Male,Suspended 1+,0,1,External,48
216-2013-14-Male-Suspended 11+-External,216,2013-14,Male,Suspended 11+,0,0,External,48
217-2013-14-All Students-Suspended 11+-External,217,2013-14,All Students,Suspended 11+,0,0,External,233
217-2013-14-All Students-Suspended 1+-External,217,2013-14,All Students,Suspended 1+,9,5,External,233
217-2013-14-Black non-Hispanic-Suspended 1+-External,217,2013-14,Black non-Hispanic,Suspended 1+,10,8,External,228
217-2013-14-Black non-Hispanic-Suspended 11+-External,217,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,228
217-2013-14-Female-Suspended 11+-External,217,2013-14,Female,Suspended 11+,0,0,External,94
217-2013-14-Female-Suspended 1+-External,217,2013-14,Female,Suspended 1+,2,3,External,94
217-2013-14-Free or Reduced Lunch-Suspended 1+-External,217,2013-14,Free or Reduced Lunch,Suspended 1+,17,7,External,60
217-2013-14-Free or Reduced Lunch-Suspended 11+-External,217,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,60
217-2013-14-Male-Suspended 11+-External,217,2013-14,Male,Suspended 11+,0,0,External,134
217-2013-14-Male-Suspended 1+-External,217,2013-14,Male,Suspended 1+,15,8,External,134
217-2013-14-Special Education-Suspended 11+-External,217,2013-14,Special Education,Suspended 11+,0,0,External,20
217-2013-14-Special Education-Suspended 1+-External,217,2013-14,Special Education,Suspended 1+,10,9,External,20
218-2013-14-All Students-Suspended 11+-External,218,2013-14,All Students,Suspended 11+,0,0,External,77
218-2013-14-All Students-Suspended 1+-External,218,2013-14,All Students,Suspended 1+,39,11,External,77
218-2013-14-Black non-Hispanic-Suspended 11+-External,218,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,74
