Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
181-2013-14-All Students-Expulsion Rate-External,181,2014,All Students,Expulsion Rate,0,0.02,External,618
181-2013-14-All Students-Expulsions-External,181,2014,All Students,Expulsions,0,10,External,618
181-2013-14-All Students-Suspended 1+-External,181,2014,All Students,Suspended 1+,8,6,External,618
181-2013-14-All Students-Suspended 11+-External,181,2014,All Students,Suspended 11+,0,0,External,618
181-2013-14-Black non-Hispanic-Suspended 11+-External,181,2014,Black non-Hispanic,Suspended 11+,0,0,External,610
181-2013-14-Black non-Hispanic-Suspended 1+-External,181,2014,Black non-Hispanic,Suspended 1+,8,7,External,610
181-2013-14-Female-Suspended 1+-External,181,2014,Female,Suspended 1+,5,3,External,321
181-2013-14-Female-Suspended 11+-External,181,2014,Female,Suspended 11+,0,0,External,321
181-2013-14-Free or Reduced Lunch-Suspended 11+-External,181,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,617
181-2013-14-Free or Reduced Lunch-Suspended 1+-External,181,2014,Free or Reduced Lunch,Suspended 1+,8,7,External,617
181-2013-14-Male-Suspended 1+-External,181,2014,Male,Suspended 1+,10,8,External,297
181-2013-14-Male-Suspended 11+-External,181,2014,Male,Suspended 11+,0,0,External,297
181-2013-14-Special Education-Suspended 11+-External,181,2014,Special Education,Suspended 11+,0,0,External,72
181-2013-14-Special Education-Suspended 1+-External,181,2014,Special Education,Suspended 1+,21,11,External,72
182-2013-14-All Students-Suspended 1+-External,182,2014,All Students,Suspended 1+,10,22,External,326
182-2013-14-All Students-Suspended 11+-External,182,2014,All Students,Suspended 11+,0,1,External,326
182-2013-14-All Students-Expulsion Rate-External,182,2014,All Students,Expulsion Rate,0,0.24,External,326
182-2013-14-All Students-Expulsions-External,182,2014,All Students,Expulsions,0,43,External,326
182-2013-14-Asian-Suspended 11+-External,182,2014,Asian,Suspended 11+,0,0,External,12
182-2013-14-Asian-Suspended 1+-External,182,2014,Asian,Suspended 1+,8,2,External,12
182-2013-14-Black non-Hispanic-Suspended 11+-External,182,2014,Black non-Hispanic,Suspended 11+,0,1,External,127
182-2013-14-Black non-Hispanic-Suspended 1+-External,182,2014,Black non-Hispanic,Suspended 1+,14,27,External,127
182-2013-14-Female-Suspended 1+-External,182,2014,Female,Suspended 1+,5,17,External,161
182-2013-14-Female-Suspended 11+-External,182,2014,Female,Suspended 11+,0,1,External,161
182-2013-14-Free or Reduced Lunch-Suspended 1+-External,182,2014,Free or Reduced Lunch,Suspended 1+,12,25,External,249
182-2013-14-Free or Reduced Lunch-Suspended 11+-External,182,2014,Free or Reduced Lunch,Suspended 11+,0,1,External,249
182-2013-14-Hispanic / Latino-Suspended 1+-External,182,2014,Hispanic / Latino,Suspended 1+,8,22,External,151
182-2013-14-Hispanic / Latino-Suspended 11+-External,182,2014,Hispanic / Latino,Suspended 11+,0,0,External,151
182-2013-14-Limited English Proficiency-Suspended 11+-External,182,2014,Limited English Proficiency,Suspended 11+,0,0,External,61
182-2013-14-Limited English Proficiency-Suspended 1+-External,182,2014,Limited English Proficiency,Suspended 1+,11,18,External,61
182-2013-14-Male-Suspended 11+-External,182,2014,Male,Suspended 11+,0,1,External,165
182-2013-14-Male-Suspended 1+-External,182,2014,Male,Suspended 1+,15,26,External,165
182-2013-14-Multiracial-Suspended 11+-External,182,2014,Multiracial,Suspended 11+,0,0,External,11
182-2013-14-Multiracial-Suspended 1+-External,182,2014,Multiracial,Suspended 1+,18,8,External,11
182-2013-14-Special Education-Suspended 1+-External,182,2014,Special Education,Suspended 1+,13,30,External,63
182-2013-14-Special Education-Suspended 11+-External,182,2014,Special Education,Suspended 11+,0,1,External,63
182-2013-14-White non-Hispanic-Suspended 1+-External,182,2014,White non-Hispanic,Suspended 1+,0,2,External,24
182-2013-14-White non-Hispanic-Suspended 11+-External,182,2014,White non-Hispanic,Suspended 11+,0,0,External,24
183-2013-14-All Students-Suspended 1+-External,183,2014,All Students,Suspended 1+,24,10,External,311
183-2013-14-All Students-Expulsions-External,183,2014,All Students,Expulsions,0,52,External,311
183-2013-14-All Students-Expulsion Rate-External,183,2014,All Students,Expulsion Rate,0,0.09,External,311
183-2013-14-All Students-Suspended 11+-External,183,2014,All Students,Suspended 11+,0,0,External,311
183-2013-14-Black non-Hispanic-Suspended 1+-External,183,2014,Black non-Hispanic,Suspended 1+,24,13,External,310
183-2013-14-Black non-Hispanic-Suspended 11+-External,183,2014,Black non-Hispanic,Suspended 11+,0,0,External,310
183-2013-14-Female-Suspended 1+-External,183,2014,Female,Suspended 1+,21,7,External,155
183-2013-14-Female-Suspended 11+-External,183,2014,Female,Suspended 11+,0,0,External,155
183-2013-14-Free or Reduced Lunch-Suspended 11+-External,183,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,311
183-2013-14-Free or Reduced Lunch-Suspended 1+-External,183,2014,Free or Reduced Lunch,Suspended 1+,24,12,External,311
183-2013-14-Male-Suspended 1+-External,183,2014,Male,Suspended 1+,28,13,External,156
183-2013-14-Male-Suspended 11+-External,183,2014,Male,Suspended 11+,1,0,External,156
183-2013-14-Special Education-Suspended 1+-External,183,2014,Special Education,Suspended 1+,33,18,External,30
183-2013-14-Special Education-Suspended 11+-External,183,2014,Special Education,Suspended 11+,3,0,External,30
184-2013-14-All Students-Expulsion Rate-External,184,2014,All Students,Expulsion Rate,0,0.02,External,321
184-2013-14-All Students-Expulsions-External,184,2014,All Students,Expulsions,0,9,External,321
184-2013-14-All Students-Suspended 11+-External,184,2014,All Students,Suspended 11+,0,0,External,321
184-2013-14-All Students-Suspended 1+-External,184,2014,All Students,Suspended 1+,5,5,External,321
184-2013-14-Black non-Hispanic-Suspended 11+-External,184,2014,Black non-Hispanic,Suspended 11+,0,0,External,112
184-2013-14-Black non-Hispanic-Suspended 1+-External,184,2014,Black non-Hispanic,Suspended 1+,8,7,External,112
184-2013-14-Female-Suspended 1+-External,184,2014,Female,Suspended 1+,2,3,External,158
184-2013-14-Female-Suspended 11+-External,184,2014,Female,Suspended 11+,0,0,External,158
184-2013-14-Free or Reduced Lunch-Suspended 1+-External,184,2014,Free or Reduced Lunch,Suspended 1+,7,6,External,185
184-2013-14-Free or Reduced Lunch-Suspended 11+-External,184,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,185
184-2013-14-Hispanic / Latino-Suspended 11+-External,184,2014,Hispanic / Latino,Suspended 11+,0,0,External,113
184-2013-14-Hispanic / Latino-Suspended 1+-External,184,2014,Hispanic / Latino,Suspended 1+,4,4,External,113
184-2013-14-Limited English Proficiency-Suspended 11+-External,184,2014,Limited English Proficiency,Suspended 11+,0,0,External,92
184-2013-14-Limited English Proficiency-Suspended 1+-External,184,2014,Limited English Proficiency,Suspended 1+,7,2,External,92
184-2013-14-Male-Suspended 1+-External,184,2014,Male,Suspended 1+,8,7,External,163
184-2013-14-Male-Suspended 11+-External,184,2014,Male,Suspended 11+,0,0,External,163
184-2013-14-Multiracial-Suspended 1+-External,184,2014,Multiracial,Suspended 1+,0,1,External,26
184-2013-14-Multiracial-Suspended 11+-External,184,2014,Multiracial,Suspended 11+,0,0,External,26
184-2013-14-Special Education-Suspended 11+-External,184,2014,Special Education,Suspended 11+,0,0,External,22
184-2013-14-Special Education-Suspended 1+-External,184,2014,Special Education,Suspended 1+,32,10,External,22
184-2013-14-White non-Hispanic-Suspended 1+-External,184,2014,White non-Hispanic,Suspended 1+,2,0,External,65
184-2013-14-White non-Hispanic-Suspended 11+-External,184,2014,White non-Hispanic,Suspended 11+,0,0,External,65
186-2013-14-All Students-Expulsions-External,186,2014,All Students,Expulsions,20,78,External,914
186-2013-14-All Students-Expulsion Rate-External,186,2014,All Students,Expulsion Rate,2.19,0.45,External,914
186-2013-14-All Students-Suspended 11+-External,186,2014,All Students,Suspended 11+,1,1,External,914
186-2013-14-All Students-Suspended 1+-External,186,2014,All Students,Suspended 1+,23,18,External,914
186-2013-14-Black non-Hispanic-Suspended 11+-External,186,2014,Black non-Hispanic,Suspended 11+,1,1,External,913
186-2013-14-Black non-Hispanic-Suspended 1+-External,186,2014,Black non-Hispanic,Suspended 1+,23,21,External,913
186-2013-14-Female-Suspended 11+-External,186,2014,Female,Suspended 11+,0,1,External,438
186-2013-14-Female-Suspended 1+-External,186,2014,Female,Suspended 1+,20,15,External,438
186-2013-14-Free or Reduced Lunch-Suspended 1+-External,186,2014,Free or Reduced Lunch,Suspended 1+,23,21,External,914
186-2013-14-Free or Reduced Lunch-Suspended 11+-External,186,2014,Free or Reduced Lunch,Suspended 11+,1,1,External,914
186-2013-14-Male-Suspended 11+-External,186,2014,Male,Suspended 11+,1,1,External,476
186-2013-14-Male-Suspended 1+-External,186,2014,Male,Suspended 1+,25,22,External,476
186-2013-14-Special Education-Suspended 11+-External,186,2014,Special Education,Suspended 11+,1,1,External,152
186-2013-14-Special Education-Suspended 1+-External,186,2014,Special Education,Suspended 1+,26,30,External,152
187-2013-14-All Students-Suspended 1+-External,187,2014,All Students,Suspended 1+,35,25,External,160
187-2013-14-All Students-Expulsion Rate-External,187,2014,All Students,Expulsion Rate,0,0.31,External,160
187-2013-14-All Students-Expulsions-External,187,2014,All Students,Expulsions,0,42,External,160
187-2013-14-All Students-Suspended 11+-External,187,2014,All Students,Suspended 11+,0,1,External,160
187-2013-14-Black non-Hispanic-Suspended 1+-External,187,2014,Black non-Hispanic,Suspended 1+,35,30,External,159
187-2013-14-Black non-Hispanic-Suspended 11+-External,187,2014,Black non-Hispanic,Suspended 11+,0,1,External,159
187-2013-14-Female-Suspended 11+-External,187,2014,Female,Suspended 11+,0,1,External,79
187-2013-14-Female-Suspended 1+-External,187,2014,Female,Suspended 1+,23,20,External,79
187-2013-14-Free or Reduced Lunch-Suspended 11+-External,187,2014,Free or Reduced Lunch,Suspended 11+,0,1,External,159
187-2013-14-Free or Reduced Lunch-Suspended 1+-External,187,2014,Free or Reduced Lunch,Suspended 1+,35,29,External,159
187-2013-14-Male-Suspended 1+-External,187,2014,Male,Suspended 1+,47,30,External,81
187-2013-14-Male-Suspended 11+-External,187,2014,Male,Suspended 11+,0,1,External,81
187-2013-14-Special Education-Suspended 11+-External,187,2014,Special Education,Suspended 11+,0,1,External,32
187-2013-14-Special Education-Suspended 1+-External,187,2014,Special Education,Suspended 1+,41,34,External,32
188-2013-14-All Students-Suspended 11+-External,188,2014,All Students,Suspended 11+,0,0,External,322
188-2013-14-All Students-Expulsions-External,188,2014,All Students,Expulsions,0,0,External,322
188-2013-14-All Students-Suspended 1+-External,188,2014,All Students,Suspended 1+,5,2,External,322
188-2013-14-All Students-Expulsion Rate-External,188,2014,All Students,Expulsion Rate,0,0,External,322
188-2013-14-Black non-Hispanic-Suspended 11+-External,188,2014,Black non-Hispanic,Suspended 11+,0,0,External,322
188-2013-14-Black non-Hispanic-Suspended 1+-External,188,2014,Black non-Hispanic,Suspended 1+,5,2,External,322
188-2013-14-Female-Suspended 1+-External,188,2014,Female,Suspended 1+,2,1,External,145
188-2013-14-Female-Suspended 11+-External,188,2014,Female,Suspended 11+,0,0,External,145
188-2013-14-Free or Reduced Lunch-Suspended 1+-External,188,2014,Free or Reduced Lunch,Suspended 1+,5,2,External,322
188-2013-14-Free or Reduced Lunch-Suspended 11+-External,188,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,322
188-2013-14-Male-Suspended 1+-External,188,2014,Male,Suspended 1+,7,3,External,177
188-2013-14-Male-Suspended 11+-External,188,2014,Male,Suspended 11+,0,0,External,177
189-2013-14-All Students-Expulsion Rate-External,189,2014,All Students,Expulsion Rate,0,0.24,External,334
189-2013-14-All Students-Suspended 1+-External,189,2014,All Students,Suspended 1+,28,22,External,334
189-2013-14-All Students-Expulsions-External,189,2014,All Students,Expulsions,0,43,External,334
189-2013-14-All Students-Suspended 11+-External,189,2014,All Students,Suspended 11+,0,1,External,334
189-2013-14-Black non-Hispanic-Suspended 1+-External,189,2014,Black non-Hispanic,Suspended 1+,28,27,External,330
189-2013-14-Black non-Hispanic-Suspended 11+-External,189,2014,Black non-Hispanic,Suspended 11+,0,1,External,330
189-2013-14-Female-Suspended 1+-External,189,2014,Female,Suspended 1+,25,17,External,189
189-2013-14-Female-Suspended 11+-External,189,2014,Female,Suspended 11+,1,1,External,189
189-2013-14-Free or Reduced Lunch-Suspended 11+-External,189,2014,Free or Reduced Lunch,Suspended 11+,0,1,External,265
189-2013-14-Free or Reduced Lunch-Suspended 1+-External,189,2014,Free or Reduced Lunch,Suspended 1+,32,25,External,265
189-2013-14-Male-Suspended 11+-External,189,2014,Male,Suspended 11+,0,1,External,145
189-2013-14-Male-Suspended 1+-External,189,2014,Male,Suspended 1+,32,26,External,145
189-2013-14-Special Education-Suspended 11+-External,189,2014,Special Education,Suspended 11+,0,1,External,38
189-2013-14-Special Education-Suspended 1+-External,189,2014,Special Education,Suspended 1+,37,30,External,38
190-2013-14-All Students-Expulsions-External,190,2014,All Students,Expulsions,0,3,External,215
190-2013-14-All Students-Suspended 1+-External,190,2014,All Students,Suspended 1+,3,6,External,215
190-2013-14-All Students-Expulsion Rate-External,190,2014,All Students,Expulsion Rate,0,0.02,External,215
190-2013-14-All Students-Suspended 11+-External,190,2014,All Students,Suspended 11+,0,0,External,215
190-2013-14-Black non-Hispanic-Suspended 1+-External,190,2014,Black non-Hispanic,Suspended 1+,3,8,External,205
190-2013-14-Black non-Hispanic-Suspended 11+-External,190,2014,Black non-Hispanic,Suspended 11+,0,0,External,205
190-2013-14-Female-Suspended 1+-External,190,2014,Female,Suspended 1+,1,3,External,115
190-2013-14-Female-Suspended 11+-External,190,2014,Female,Suspended 11+,0,0,External,115
190-2013-14-Free or Reduced Lunch-Suspended 11+-External,190,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,153
190-2013-14-Free or Reduced Lunch-Suspended 1+-External,190,2014,Free or Reduced Lunch,Suspended 1+,3,7,External,153
190-2013-14-Male-Suspended 1+-External,190,2014,Male,Suspended 1+,6,8,External,100
190-2013-14-Male-Suspended 11+-External,190,2014,Male,Suspended 11+,0,0,External,100
190-2013-14-Special Education-Suspended 11+-External,190,2014,Special Education,Suspended 11+,0,0,External,17
190-2013-14-Special Education-Suspended 1+-External,190,2014,Special Education,Suspended 1+,0,9,External,17
191-2013-14-All Students-Expulsions-External,191,2014,All Students,Expulsions,2,78,External,399
191-2013-14-All Students-Suspended 1+-External,191,2014,All Students,Suspended 1+,15,18,External,399
191-2013-14-All Students-Expulsion Rate-External,191,2014,All Students,Expulsion Rate,0.5,0.45,External,399
191-2013-14-All Students-Suspended 11+-External,191,2014,All Students,Suspended 11+,0,1,External,399
191-2013-14-Black non-Hispanic-Suspended 1+-External,191,2014,Black non-Hispanic,Suspended 1+,15,21,External,398
191-2013-14-Black non-Hispanic-Suspended 11+-External,191,2014,Black non-Hispanic,Suspended 11+,0,1,External,398
191-2013-14-Female-Suspended 1+-External,191,2014,Female,Suspended 1+,14,15,External,246
191-2013-14-Female-Suspended 11+-External,191,2014,Female,Suspended 11+,0,1,External,246
191-2013-14-Free or Reduced Lunch-Suspended 1+-External,191,2014,Free or Reduced Lunch,Suspended 1+,16,21,External,281
191-2013-14-Free or Reduced Lunch-Suspended 11+-External,191,2014,Free or Reduced Lunch,Suspended 11+,0,1,External,281
191-2013-14-Male-Suspended 11+-External,191,2014,Male,Suspended 11+,1,1,External,153
191-2013-14-Male-Suspended 1+-External,191,2014,Male,Suspended 1+,17,22,External,153
191-2013-14-Special Education-Suspended 11+-External,191,2014,Special Education,Suspended 11+,2,1,External,47
191-2013-14-Special Education-Suspended 1+-External,191,2014,Special Education,Suspended 1+,15,30,External,47
193-2013-14-All Students-Suspended 11+-External,193,2014,All Students,Suspended 11+,0,0,External,320
193-2013-14-All Students-Expulsion Rate-External,193,2014,All Students,Expulsion Rate,0,0.02,External,320
193-2013-14-All Students-Expulsions-External,193,2014,All Students,Expulsions,0,10,External,320
193-2013-14-All Students-Suspended 1+-External,193,2014,All Students,Suspended 1+,0,6,External,320
193-2013-14-Black non-Hispanic-Suspended 11+-External,193,2014,Black non-Hispanic,Suspended 11+,0,0,External,69
193-2013-14-Black non-Hispanic-Suspended 1+-External,193,2014,Black non-Hispanic,Suspended 1+,0,7,External,69
193-2013-14-Female-Suspended 11+-External,193,2014,Female,Suspended 11+,0,0,External,156
193-2013-14-Female-Suspended 1+-External,193,2014,Female,Suspended 1+,0,3,External,156
193-2013-14-Free or Reduced Lunch-Suspended 1+-External,193,2014,Free or Reduced Lunch,Suspended 1+,0,7,External,86
193-2013-14-Free or Reduced Lunch-Suspended 11+-External,193,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,86
193-2013-14-Hispanic / Latino-Suspended 11+-External,193,2014,Hispanic / Latino,Suspended 11+,0,0,External,159
193-2013-14-Hispanic / Latino-Suspended 1+-External,193,2014,Hispanic / Latino,Suspended 1+,0,4,External,159
193-2013-14-Limited English Proficiency-Suspended 11+-External,193,2014,Limited English Proficiency,Suspended 11+,0,0,External,112
193-2013-14-Limited English Proficiency-Suspended 1+-External,193,2014,Limited English Proficiency,Suspended 1+,0,2,External,112
193-2013-14-Male-Suspended 1+-External,193,2014,Male,Suspended 1+,0,8,External,164
193-2013-14-Male-Suspended 11+-External,193,2014,Male,Suspended 11+,0,0,External,164
193-2013-14-Multiracial-Suspended 1+-External,193,2014,Multiracial,Suspended 1+,0,2,External,14
193-2013-14-Multiracial-Suspended 11+-External,193,2014,Multiracial,Suspended 11+,0,0,External,14
193-2013-14-Special Education-Suspended 1+-External,193,2014,Special Education,Suspended 1+,0,11,External,32
193-2013-14-Special Education-Suspended 11+-External,193,2014,Special Education,Suspended 11+,0,0,External,32
193-2013-14-White non-Hispanic-Suspended 1+-External,193,2014,White non-Hispanic,Suspended 1+,0,1,External,76
193-2013-14-White non-Hispanic-Suspended 11+-External,193,2014,White non-Hispanic,Suspended 11+,0,0,External,76
195-2013-14-All Students-Expulsions-External,195,2014,All Students,Expulsions,0,6,External,749
195-2013-14-All Students-Suspended 1+-External,195,2014,All Students,Suspended 1+,1,4,External,749
195-2013-14-All Students-Expulsion Rate-External,195,2014,All Students,Expulsion Rate,0,0.02,External,749
195-2013-14-All Students-Suspended 11+-External,195,2014,All Students,Suspended 11+,0,0,External,749
195-2013-14-Black non-Hispanic-Suspended 11+-External,195,2014,Black non-Hispanic,Suspended 11+,0,0,External,731
195-2013-14-Black non-Hispanic-Suspended 1+-External,195,2014,Black non-Hispanic,Suspended 1+,1,5,External,731
195-2013-14-Female-Suspended 11+-External,195,2014,Female,Suspended 11+,0,0,External,343
195-2013-14-Female-Suspended 1+-External,195,2014,Female,Suspended 1+,0,2,External,343
195-2013-14-Free or Reduced Lunch-Suspended 11+-External,195,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,604
195-2013-14-Free or Reduced Lunch-Suspended 1+-External,195,2014,Free or Reduced Lunch,Suspended 1+,1,5,External,604
195-2013-14-Male-Suspended 1+-External,195,2014,Male,Suspended 1+,2,6,External,404
195-2013-14-Male-Suspended 11+-External,195,2014,Male,Suspended 11+,0,0,External,404
195-2013-14-Special Education-Suspended 1+-External,195,2014,Special Education,Suspended 1+,2,7,External,86
195-2013-14-Special Education-Suspended 11+-External,195,2014,Special Education,Suspended 11+,0,0,External,86
196-2013-14-All Students-Suspended 1+-External,196,2014,All Students,Suspended 1+,38,19,External,288
196-2013-14-All Students-Expulsion Rate-External,196,2014,All Students,Expulsion Rate,0.69,0.2,External,288
196-2013-14-All Students-Expulsions-External,196,2014,All Students,Expulsions,2,46,External,288
196-2013-14-All Students-Suspended 11+-External,196,2014,All Students,Suspended 11+,0,1,External,288
196-2013-14-Black non-Hispanic-Suspended 1+-External,196,2014,Black non-Hispanic,Suspended 1+,38,24,External,263
196-2013-14-Black non-Hispanic-Suspended 11+-External,196,2014,Black non-Hispanic,Suspended 11+,0,1,External,263
196-2013-14-Female-Suspended 11+-External,196,2014,Female,Suspended 11+,0,0,External,142
196-2013-14-Female-Suspended 1+-External,196,2014,Female,Suspended 1+,24,15,External,142
196-2013-14-Free or Reduced Lunch-Suspended 11+-External,196,2014,Free or Reduced Lunch,Suspended 11+,0,1,External,224
196-2013-14-Free or Reduced Lunch-Suspended 1+-External,196,2014,Free or Reduced Lunch,Suspended 1+,41,23,External,224
196-2013-14-Hispanic / Latino-Suspended 11+-External,196,2014,Hispanic / Latino,Suspended 11+,0,0,External,12
196-2013-14-Hispanic / Latino-Suspended 1+-External,196,2014,Hispanic / Latino,Suspended 1+,42,20,External,12
196-2013-14-Male-Suspended 11+-External,196,2014,Male,Suspended 11+,0,1,External,146
196-2013-14-Male-Suspended 1+-External,196,2014,Male,Suspended 1+,51,24,External,146
196-2013-14-Multiracial-Suspended 11+-External,196,2014,Multiracial,Suspended 11+,0,0,External,11
196-2013-14-Multiracial-Suspended 1+-External,196,2014,Multiracial,Suspended 1+,27,6,External,11
196-2013-14-Special Education-Suspended 11+-External,196,2014,Special Education,Suspended 11+,0,1,External,43
196-2013-14-Special Education-Suspended 1+-External,196,2014,Special Education,Suspended 1+,60,28,External,43
197-2013-14-All Students-Expulsions-External,197,2014,All Students,Expulsions,0,2,External,73
197-2013-14-All Students-Suspended 1+-External,197,2014,All Students,Suspended 1+,5,3,External,73
197-2013-14-All Students-Suspended 11+-External,197,2014,All Students,Suspended 11+,0,0,External,73
197-2013-14-All Students-Expulsion Rate-External,197,2014,All Students,Expulsion Rate,0,0.01,External,73
197-2013-14-Black non-Hispanic-Suspended 11+-External,197,2014,Black non-Hispanic,Suspended 11+,0,0,External,44
197-2013-14-Black non-Hispanic-Suspended 1+-External,197,2014,Black non-Hispanic,Suspended 1+,7,4,External,44
197-2013-14-Female-Suspended 1+-External,197,2014,Female,Suspended 1+,3,2,External,40
197-2013-14-Female-Suspended 11+-External,197,2014,Female,Suspended 11+,0,0,External,40
197-2013-14-Male-Suspended 1+-External,197,2014,Male,Suspended 1+,9,5,External,33
197-2013-14-Male-Suspended 11+-External,197,2014,Male,Suspended 11+,0,0,External,33
197-2013-14-White non-Hispanic-Suspended 1+-External,197,2014,White non-Hispanic,Suspended 1+,0,0,External,23
197-2013-14-White non-Hispanic-Suspended 11+-External,197,2014,White non-Hispanic,Suspended 11+,0,0,External,23
198-2013-14-All Students-Expulsions-External,198,2014,All Students,Expulsions,1,52,External,516
198-2013-14-All Students-Expulsion Rate-External,198,2014,All Students,Expulsion Rate,0.19,0.09,External,516
198-2013-14-All Students-Suspended 11+-External,198,2014,All Students,Suspended 11+,0,0,External,516
198-2013-14-All Students-Suspended 1+-External,198,2014,All Students,Suspended 1+,7,10,External,516
198-2013-14-Black non-Hispanic-Suspended 11+-External,198,2014,Black non-Hispanic,Suspended 11+,0,0,External,329
198-2013-14-Black non-Hispanic-Suspended 1+-External,198,2014,Black non-Hispanic,Suspended 1+,10,13,External,329
198-2013-14-Female-Suspended 1+-External,198,2014,Female,Suspended 1+,5,7,External,255
198-2013-14-Female-Suspended 11+-External,198,2014,Female,Suspended 11+,0,0,External,255
198-2013-14-Free or Reduced Lunch-Suspended 1+-External,198,2014,Free or Reduced Lunch,Suspended 1+,12,12,External,252
198-2013-14-Free or Reduced Lunch-Suspended 11+-External,198,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,252
198-2013-14-Hispanic / Latino-Suspended 1+-External,198,2014,Hispanic / Latino,Suspended 1+,11,10,External,45
198-2013-14-Hispanic / Latino-Suspended 11+-External,198,2014,Hispanic / Latino,Suspended 11+,0,0,External,45
198-2013-14-Limited English Proficiency-Suspended 1+-External,198,2014,Limited English Proficiency,Suspended 1+,0,4,External,26
198-2013-14-Limited English Proficiency-Suspended 11+-External,198,2014,Limited English Proficiency,Suspended 11+,0,0,External,26
198-2013-14-Male-Suspended 1+-External,198,2014,Male,Suspended 1+,10,13,External,261
198-2013-14-Male-Suspended 11+-External,198,2014,Male,Suspended 11+,0,0,External,261
198-2013-14-Special Education-Suspended 1+-External,198,2014,Special Education,Suspended 1+,14,18,External,113
198-2013-14-Special Education-Suspended 11+-External,198,2014,Special Education,Suspended 11+,0,0,External,113
198-2013-14-White non-Hispanic-Suspended 1+-External,198,2014,White non-Hispanic,Suspended 1+,0,1,External,133
198-2013-14-White non-Hispanic-Suspended 11+-External,198,2014,White non-Hispanic,Suspended 11+,0,0,External,133
199-2013-14-All Students-Suspended 1+-External,199,2014,All Students,Suspended 1+,2,7,External,385
199-2013-14-All Students-Suspended 11+-External,199,2014,All Students,Suspended 11+,0,0,External,385
199-2013-14-All Students-Expulsions-External,199,2014,All Students,Expulsions,0,18,External,385
199-2013-14-All Students-Expulsion Rate-External,199,2014,All Students,Expulsion Rate,0,0.04,External,385
199-2013-14-Black non-Hispanic-Suspended 1+-External,199,2014,Black non-Hispanic,Suspended 1+,5,9,External,41
199-2013-14-Black non-Hispanic-Suspended 11+-External,199,2014,Black non-Hispanic,Suspended 11+,0,0,External,41
199-2013-14-Female-Suspended 1+-External,199,2014,Female,Suspended 1+,0,5,External,180
199-2013-14-Female-Suspended 11+-External,199,2014,Female,Suspended 11+,0,0,External,180
199-2013-14-Free or Reduced Lunch-Suspended 11+-External,199,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,322
199-2013-14-Free or Reduced Lunch-Suspended 1+-External,199,2014,Free or Reduced Lunch,Suspended 1+,2,8,External,322
199-2013-14-Hispanic / Latino-Suspended 11+-External,199,2014,Hispanic / Latino,Suspended 11+,0,0,External,318
199-2013-14-Hispanic / Latino-Suspended 1+-External,199,2014,Hispanic / Latino,Suspended 1+,2,5,External,318
199-2013-14-Limited English Proficiency-Suspended 11+-External,199,2014,Limited English Proficiency,Suspended 11+,0,0,External,210
199-2013-14-Limited English Proficiency-Suspended 1+-External,199,2014,Limited English Proficiency,Suspended 1+,3,3,External,210
199-2013-14-Male-Suspended 1+-External,199,2014,Male,Suspended 1+,4,9,External,205
199-2013-14-Male-Suspended 11+-External,199,2014,Male,Suspended 11+,0,0,External,205
199-2013-14-Special Education-Suspended 11+-External,199,2014,Special Education,Suspended 11+,0,0,External,61
199-2013-14-Special Education-Suspended 1+-External,199,2014,Special Education,Suspended 1+,5,14,External,61
199-2013-14-White non-Hispanic-Suspended 1+-External,199,2014,White non-Hispanic,Suspended 1+,0,1,External,20
199-2013-14-White non-Hispanic-Suspended 11+-External,199,2014,White non-Hispanic,Suspended 11+,0,0,External,20
200-2013-14-All Students-Expulsion Rate-External,200,2014,All Students,Expulsion Rate,0,0,External,108
200-2013-14-All Students-Expulsions-External,200,2014,All Students,Expulsions,0,0,External,108
200-2013-14-All Students-Suspended 11+-External,200,2014,All Students,Suspended 11+,0,0,External,108
200-2013-14-All Students-Suspended 1+-External,200,2014,All Students,Suspended 1+,34,2,External,108
200-2013-14-Black non-Hispanic-Suspended 1+-External,200,2014,Black non-Hispanic,Suspended 1+,34,2,External,101
200-2013-14-Black non-Hispanic-Suspended 11+-External,200,2014,Black non-Hispanic,Suspended 11+,0,0,External,101
200-2013-14-Female-Suspended 11+-External,200,2014,Female,Suspended 11+,0,0,External,53
200-2013-14-Female-Suspended 1+-External,200,2014,Female,Suspended 1+,28,1,External,53
200-2013-14-Free or Reduced Lunch-Suspended 11+-External,200,2014,Free or Reduced Lunch,Suspended 11+,0,0,External,108
200-2013-14-Free or Reduced Lunch-Suspended 1+-External,200,2014,Free or Reduced Lunch,Suspended 1+,34,2,External,108
200-2013-14-Male-Suspended 11+-External,200,2014,Male,Suspended 11+,0,0,External,55
200-2013-14-Male-Suspended 1+-External,200,2014,Male,Suspended 1+,40,3,External,55
202-2013-14-All Students-Suspended 11+-External,202,2014,All Students,Suspended 11+,0,0,External,247
